close,open,volume,MACD,ATR,USDollarIndex,FederalFundRate
1166.21,1159.94,863446464.00,8.49,9.43,79.75,0.18
1165.83,1166.13,792901440.00,7.88,9.21,80.31,0.18
1159.90,1166.68,1766249856.00,6.11,9.37,80.77,0.18
1165.81,1157.25,820227520.00,5.19,9.89,80.53,0.18
1174.17,1166.47,844323520.00,5.16,10.02,80.88,0.17
1167.72,1172.70,862556544.00,3.78,10.10,81.91,0.17
1165.73,1170.03,1022088896.00,2.19,10.04,82.15,0.17
1166.59,1167.58,854152704.00,0.92,10.62,81.62,0.17
1173.22,1167.71,771551232.00,0.63,10.46,81.29,0.16
1173.27,1173.75,757799040.00,0.15,10.52,81.47,0.16
1169.43,1171.75,947806912.00,-0.93,10.34,81.07,0.09
1178.10,1171.23,777935040.00,-0.73,10.74,80.72,0.17
1187.44,1178.71,705577728.00,0.34,10.74,81.11,0.20
1189.44,1186.01,760342400.00,0.98,10.68,81.39,0.20
1182.45,1188.23,944101952.00,0.15,10.82,81.61,0.19
1186.44,1181.75,864108608.00,-0.14,11.31,81.50,0.19
1194.37,1187.47,758793792.00,0.41,10.90,80.88,0.19
1196.48,1194.94,724465536.00,0.72,10.18,80.58,0.19
1197.30,1195.94,828915264.00,0.70,10.13,80.42,0.20
1210.65,1198.69,1010360896.00,2.07,10.51,80.22,0.20
1211.67,1210.77,999395648.00,2.67,9.78,80.47,0.22
1192.13,1210.17,1584944256.00,0.11,10.67,80.80,0.21
1197.52,1192.06,1056539584.00,-1.11,11.09,80.92,0.20
1207.17,1199.04,948011520.00,-0.87,11.24,81.04,0.20
1205.94,1207.16,1070440960.00,-1.13,11.48,81.23,0.20
1208.67,1202.52,1149798528.00,-1.17,12.06,81.69,0.20
1217.28,1207.87,1052040256.00,-0.32,12.24,81.36,0.20
1212.05,1217.07,1016237120.00,-0.72,12.22,81.28,0.20
1183.71,1209.92,1366175616.00,-4.84,13.51,82.33,0.20
1191.36,1184.59,1236722560.00,-6.46,13.50,82.29,0.20
1206.78,1193.30,1114110976.00,-5.43,14.20,82.01,0.19
1186.69,1206.77,1284904832.00,-7.31,15.40,81.91,0.20
1202.26,1188.58,902203008.00,-6.34,15.99,82.38,0.20
1173.60,1197.50,1229235712.00,-9.28,17.47,83.47,0.21
1165.90,1169.24,1194910592.00,-11.80,18.36,84.15,0.21
1128.15,1164.38,2123605760.00,-17.75,23.85,84.95,0.20
1110.88,1127.04,2013837952.00,-22.88,25.76,84.39,0.20
1159.73,1122.27,1544527616.00,-18.74,28.76,84.25,0.20
1155.79,1156.39,1179552000.00,-15.69,29.52,84.73,0.20
1171.67,1155.43,1033206912.00,-10.92,29.33,84.84,0.20
1157.44,1170.04,971993536.00,-9.15,29.70,85.43,0.20
1135.68,1157.19,1254655872.00,-10.29,31.31,86.29,0.20
1136.94,1136.52,1139365376.00,-10.22,31.06,86.14,0.21
1120.80,1138.78,1249689472.00,-11.61,32.37,87.31,0.21
1115.05,1119.57,1309231104.00,-12.48,32.77,86.12,0.20
1071.59,1107.34,1701971200.00,-17.77,34.32,85.95,0.20
1087.69,1067.26,1999511296.00,-17.90,35.45,85.46,0.20
1073.65,1084.78,1057746880.00,-18.61,34.25,86.48,0.21
1074.03,1067.42,1491881088.00,-17.75,35.40,86.39,0.21
1067.95,1075.51,1525034880.00,-16.74,29.93,87.36,0.20
1103.06,1074.27,1140406016.00,-10.39,29.54,86.30,0.20
1089.41,1102.59,1181706112.00,-7.23,27.06,86.77,0.19
1070.71,1087.30,1123788544.00,-6.87,27.21,86.88,0.20
1098.38,1073.01,1051137408.00,-2.33,27.96,86.74,0.20
1102.83,1098.82,966533760.00,1.61,27.70,87.21,0.19
1064.88,1098.43,1338706304.00,-0.43,28.49,88.30,0.19
1050.47,1065.84,1172277248.00,-3.11,28.10,88.49,0.19
1062.00,1050.81,1338399616.00,-2.74,27.36,88.15,0.19
1055.69,1062.75,1376746240.00,-2.74,27.49,87.92,0.18
1086.84,1058.77,1083435520.00,1.81,26.68,87.11,0.18
1091.60,1082.65,848824640.00,5.61,25.32,87.28,0.18
1089.63,1095.00,864525632.00,7.85,25.29,86.70,0.18
1115.23,1091.21,948956544.00,12.52,24.72,86.05,0.19
1114.61,1114.02,831531264.00,15.07,23.75,86.20,0.19
1116.04,1115.98,894466752.00,16.40,22.05,85.69,0.19
1117.51,1116.16,1451006848.00,16.86,21.25,85.57,0.18
1113.20,1122.79,831791808.00,15.98,21.12,85.94,0.17
1095.31,1113.90,878353088.00,12.52,20.87,86.11,0.18
1092.04,1095.57,919337024.00,9.48,20.90,85.82,0.17
1073.69,1090.93,1075696640.00,4.90,19.34,85.76,0.16
1076.76,1075.10,1772088832.00,2.33,18.92,85.35,0.16
1074.57,1077.50,785342336.00,0.48,18.22,85.69,0.17
1041.24,1071.10,1345784192.00,-4.81,19.21,86.13,0.15
1030.71,1040.56,1162390272.00,-9.05,18.33,86.05,0.09
1027.37,1031.10,1313189760.00,-11.47,18.86,84.55,0.17
1022.58,1027.65,905826112.00,-12.79,18.87,84.37,0.18
1028.06,1028.09,1038225664.00,-12.00,18.74,84.05,0.18
1060.27,1028.54,1064164032.00,-6.50,20.26,83.96,0.18
1070.25,1062.92,952624704.00,-1.15,20.34,83.86,0.17
1077.96,1070.50,723075520.00,3.53,20.56,83.98,0.18
1078.75,1077.23,692173696.00,6.66,19.65,84.25,0.17
1095.34,1080.65,944747328.00,10.66,19.39,83.52,0.17
1095.17,1095.61,924193792.00,12.82,19.18,83.35,0.17
1096.48,1094.46,962366848.00,13.88,19.02,82.35,0.19
1064.88,1093.85,1352536832.00,9.96,20.27,82.57,0.19
1071.25,1066.85,804260544.00,7.95,20.44,82.56,0.19
1083.48,1064.53,948865728.00,7.98,19.56,82.75,0.18
1069.59,1086.67,1045937600.00,5.92,19.85,83.34,0.18
1093.67,1072.14,993504896.00,7.50,20.22,82.64,0.18
1102.66,1092.17,972870784.00,9.33,20.14,82.52,0.19
1115.01,1102.89,833556864.00,11.64,19.39,82.07,0.19
1113.84,1117.36,896305088.00,12.36,17.84,82.13,0.19
1106.13,1112.84,838238912.00,11.20,17.74,82.13,0.20
1101.53,1108.07,1044072768.00,9.28,18.67,81.62,0.19
1101.60,1098.44,997633984.00,7.57,19.25,81.57,0.18
1125.86,1107.53,842622912.00,9.14,19.60,80.90,0.19
1120.46,1125.34,799527680.00,8.89,19.44,80.60,0.19
1127.24,1121.06,795701696.00,9.04,18.81,80.99,0.19
1125.81,1125.78,689225728.00,8.36,17.04,80.78,0.19
1121.64,1122.07,777226496.00,6.84,17.40,80.41,0.18
1127.79,1122.80,650144832.00,6.16,16.06,80.71,0.18
1121.06,1122.92,854160832.00,4.39,15.53,80.89,0.18
1089.47,1116.89,975676928.00,-1.15,15.86,82.46,0.17
1083.61,1081.48,890945216.00,-5.48,15.64,82.58,0.18
1079.25,1082.22,712507584.00,-8.62,15.18,82.92,0.19
1079.38,1077.49,657058944.00,-10.25,15.32,82.46,0.20
1092.54,1081.16,819743040.00,-9.18,15.97,82.24,0.20
1094.16,1092.08,779837248.00,-7.90,15.33,82.27,0.19
1075.63,1092.44,975990592.00,-9.13,15.69,82.47,0.19
1071.69,1075.63,1062667008.00,-9.98,14.69,83.02,0.20
1067.36,1073.36,735543808.00,-10.57,15.08,83.26,0.19
1051.87,1063.20,1005681408.00,-12.37,15.89,83.34,0.19
1055.33,1048.98,918770368.00,-12.39,16.68,83.19,0.19
1047.22,1056.28,842887424.00,-12.73,16.50,82.90,0.19
1064.59,1049.27,934617152.00,-9.99,17.73,82.74,0.19
1048.92,1062.90,696806272.00,-9.64,17.70,83.16,0.19
1049.33,1046.88,1235332992.00,-8.74,16.39,83.07,0.21
1080.29,1049.72,981474240.00,-3.63,17.76,82.48,0.19
1090.10,1080.66,743356608.00,1.17,17.95,82.40,0.19
1104.51,1093.61,759274304.00,6.11,18.08,82.01,0.19
1091.84,1102.60,709803200.00,7.40,17.55,82.89,0.20
1098.87,1092.36,768548352.00,8.84,17.37,82.57,0.19
1104.18,1101.15,713518848.00,10.05,16.50,82.68,0.18
1109.55,1104.57,648127360.00,11.05,16.16,82.86,0.18
1121.90,1113.38,807430720.00,12.72,16.15,81.88,0.18
1121.10,1121.16,798571392.00,13.02,15.51,81.23,0.19
1125.07,1119.43,784788352.00,13.02,14.96,81.46,0.21
1124.66,1123.89,797636992.00,12.25,14.28,81.27,0.21
1125.59,1126.39,1706164224.00,11.17,13.11,81.41,0.21
1142.71,1126.57,765604800.00,12.01,13.36,81.32,0.21
1139.78,1142.82,889501824.00,11.41,13.22,80.44,0.20
1134.28,1139.49,838826304.00,9.59,11.85,79.80,0.21
1124.83,1131.10,760120832.00,6.57,12.15,80.11,0.20
1148.67,1131.69,856662464.00,7.20,12.80,79.28,0.21
1142.16,1148.64,707666112.00,6.18,12.41,79.53,0.19
1147.70,1142.31,839661312.00,5.72,12.87,78.92,0.19
1144.73,1146.75,797380416.00,4.52,12.66,78.78,0.19
1141.20,1145.97,1027410944.00,2.85,13.66,78.80,0.15
1146.24,1143.49,845788608.00,2.05,13.42,78.03,0.20
1137.03,1144.96,767226752.00,0.02,13.74,78.49,0.20
1160.75,1140.68,1011688640.00,1.53,14.73,77.81,0.20
1159.97,1159.81,809454208.00,2.04,14.80,77.43,0.19
1158.06,1161.57,740276672.00,1.76,15.04,77.42,0.18
1165.15,1158.36,767235904.00,2.14,14.54,77.20,0.18
1165.32,1165.32,645495680.00,2.02,14.13,77.47,0.18
1169.77,1164.28,776821248.00,2.14,14.42,77.33,0.18
1178.10,1171.32,1082232320.00,2.89,14.46,77.08,0.18
1173.81,1177.82,927189952.00,2.38,13.61,76.53,0.19
1176.19,1177.47,1237985920.00,1.96,14.05,76.97,0.20
1184.71,1176.83,849621568.00,2.39,13.56,77.15,0.19
1165.90,1178.64,1042907456.00,-0.17,14.75,78.19,0.19
1178.17,1166.74,910818624.00,-0.49,14.46,77.17,0.19
1180.26,1179.82,834850048.00,-0.69,14.99,77.44,0.19
1183.08,1180.52,615741888.00,-0.71,14.17,77.37,0.19
1185.62,1184.74,829321856.00,-0.66,13.27,77.19,0.19
1185.64,1184.88,773201216.00,-0.87,13.41,77.65,0.19
1182.45,1183.84,823039680.00,-1.66,13.51,78.06,0.19
1183.78,1184.47,783994432.00,-2.18,13.53,77.28,0.19
1183.26,1183.87,863451776.00,-2.73,13.47,77.05,0.20
1184.38,1185.71,715991680.00,-3.07,13.56,77.23,0.20
1193.57,1187.86,696978368.00,-2.21,13.34,76.72,0.20
1197.96,1193.79,860295680.00,-1.25,13.52,76.39,0.20
1221.06,1198.34,1094592512.00,2.10,14.18,75.85,0.19
1225.85,1221.20,1002675776.00,4.44,13.88,76.59,0.18
1223.25,1223.24,699826304.00,5.07,12.69,77.03,0.18
1213.40,1223.59,822816640.00,3.66,12.75,77.74,0.17
1218.71,1213.14,856980928.00,2.97,12.47,77.64,0.17
1213.54,1213.04,900259840.00,1.42,13.14,78.12,0.17
1199.21,1209.07,870493184.00,-1.75,13.59,78.14,0.19
1197.75,1200.44,731205248.00,-4.14,13.66,78.62,0.21
1178.34,1194.79,1057278592.00,-8.18,14.43,79.21,0.21
1178.59,1178.33,769063424.00,-10.52,14.09,79.05,0.20
1196.69,1183.75,833226368.00,-9.38,15.23,78.57,0.20
1199.73,1196.12,959210304.00,-8.00,14.69,78.49,0.21
1197.84,1198.07,737190656.00,-7.17,14.95,78.64,0.19
1180.73,1192.51,828532800.00,-8.65,15.39,79.71,0.20
1198.35,1183.70,680198400.00,-7.04,15.00,79.76,0.20
1189.40,1194.16,321585280.00,-6.96,15.34,80.39,0.20
1187.76,1189.08,735663872.00,-6.89,15.94,80.76,0.20
1180.55,1182.96,1114331008.00,-7.53,15.63,81.30,0.20
1206.07,1186.60,880217344.00,-4.39,16.53,80.70,0.20
1221.53,1206.81,893320000.00,-0.31,16.65,80.23,0.19
1224.71,1219.93,699432768.00,2.57,15.88,79.17,0.18
1223.12,1223.87,610046336.00,3.94,15.51,79.64,0.18
1223.75,1227.25,1352082944.00,4.56,14.60,79.97,0.17
1228.28,1225.02,851137920.00,5.17,14.72,80.00,0.17
1233.00,1230.14,766754048.00,5.75,13.73,80.05,0.16
1240.40,1233.85,755074560.00,6.62,13.54,80.11,0.16
1240.46,1242.52,787282560.00,6.66,12.91,79.34,0.17
1241.59,1241.84,765828672.00,6.30,12.02,79.42,0.19
1235.23,1241.58,878111296.00,4.75,11.47,80.24,0.20
1242.87,1236.34,783819712.00,4.30,11.43,80.02,0.20
1243.91,1243.63,1700705920.00,3.71,10.67,80.36,0.20
1247.08,1245.76,640782464.00,3.34,10.31,80.57,0.21
1254.60,1249.43,606871616.00,3.66,9.00,80.67,0.20
1258.84,1254.94,616196352.00,3.98,8.22,80.67,0.19
1256.77,1257.53,450873888.00,3.46,7.93,80.49,0.19
1257.54,1254.66,355625888.00,2.80,8.06,80.27,0.19
1258.51,1259.10,417475488.00,2.11,7.47,80.38,0.18
1259.78,1258.78,362516416.00,1.46,7.09,79.76,0.18
1257.88,1259.44,339290080.00,0.47,6.87,79.52,0.19
1257.64,1256.76,426737536.00,-0.47,6.68,78.96,0.13
1271.87,1257.62,850007616.00,0.51,7.55,79.17,0.19
1270.20,1272.95,827357952.00,0.62,7.77,79.43,0.18
1276.56,1268.78,798240896.00,1.20,7.91,80.23,0.18
1273.85,1276.29,864749888.00,0.88,7.69,80.84,0.17
1271.50,1274.41,849398208.00,0.06,8.34,81.14,0.17
1269.75,1270.84,735536384.00,-0.95,8.39,80.88,0.17
1274.48,1272.58,711961216.00,-1.21,8.31,80.83,0.17
1285.96,1275.65,735356352.00,-0.10,8.85,80.02,0.16
1283.76,1285.78,740164480.00,0.04,8.96,79.16,0.16
1293.24,1282.90,854002944.00,1.07,9.32,79.07,0.16
1295.02,1293.22,987720128.00,1.62,9.47,78.97,0.19
1281.92,1294.52,830311040.00,-0.07,10.33,78.56,0.18
1280.26,1280.85,957492096.00,-1.61,10.86,78.83,0.18
1283.35,1283.63,1051357504.00,-2.37,11.27,78.11,0.17
1290.84,1283.29,744582336.00,-2.03,10.62,78.04,0.18
1291.18,1288.17,828357952.00,-1.93,10.53,77.93,0.17
1296.63,1291.97,834079616.00,-1.33,10.27,77.70,0.17
1299.54,1297.51,779711552.00,-0.76,10.20,77.72,0.17
1276.34,1299.63,1023268416.00,-3.58,11.09,78.15,0.17
1286.12,1276.50,932758976.00,-4.15,11.20,77.75,0.17
1307.59,1289.14,826667584.00,-1.79,12.28,77.00,0.18
1304.03,1305.91,714781952.00,-0.90,11.75,77.08,0.18
1307.10,1302.77,769424576.00,-0.13,12.29,77.76,0.17
1310.87,1307.01,703152128.00,0.61,12.10,78.02,0.17
1319.05,1311.85,684449216.00,1.86,12.53,78.05,0.17
1324.57,1318.76,652835712.00,3.02,12.01,77.99,0.16
1320.88,1322.48,745249856.00,2.87,11.84,77.59,0.15
1321.87,1318.13,911824640.00,2.51,11.85,78.20,0.15
1329.15,1318.66,770483200.00,2.83,12.22,78.42,0.15
1332.32,1328.73,667486016.00,3.03,11.93,78.58,0.15
1328.01,1330.43,721474560.00,2.17,11.87,78.59,0.16
1336.32,1329.51,767089600.00,2.32,12.06,78.23,0.15
1340.43,1334.37,698408384.00,2.53,10.84,77.97,0.15
1343.01,1340.38,1000324800.00,2.58,10.49,77.62,0.15
1315.44,1338.91,1016957888.00,-1.33,11.06,77.82,0.15
1307.40,1315.44,1027870592.00,-5.02,12.02,77.38,0.15
1306.10,1307.09,921354432.00,-7.51,12.22,77.10,0.15
1319.88,1307.34,718553408.00,-7.18,12.59,77.25,0.15
1327.22,1321.61,951366784.00,-5.89,12.41,76.90,0.16
1306.33,1328.64,909351936.00,-7.67,13.64,77.02,0.15
1308.44,1305.47,792049088.00,-8.32,13.77,76.65,0.16
1330.97,1312.37,814803392.00,-5.61,14.69,76.46,0.15
1321.15,1330.73,811855488.00,-5.05,14.96,76.38,0.15
1310.13,1322.72,821806592.00,-6.00,16.22,76.48,0.14
1321.82,1311.05,765915264.00,-4.94,17.02,76.78,0.14
1320.02,1319.92,686103232.00,-4.39,17.11,76.69,0.14
1295.11,1315.72,895568640.00,-7.13,18.20,77.26,0.14
1304.28,1293.43,725775744.00,-7.41,18.95,76.71,0.13
1296.39,1301.19,750955776.00,-8.31,18.04,76.36,0.14
1281.87,1288.46,1019904384.00,-10.36,19.24,76.35,0.14
1256.88,1279.46,1174010880.00,-14.35,20.40,76.18,0.14
1273.72,1261.61,841360576.00,-13.98,20.93,75.99,0.14
1279.20,1276.71,1481771136.00,-12.30,21.34,75.56,0.15
1298.38,1281.65,786935744.00,-8.11,21.01,75.45,0.14
1293.77,1298.29,623999808.00,-5.60,20.66,75.47,0.14
1297.54,1292.19,688637568.00,-3.18,20.13,75.90,0.14
1309.66,1300.61,692379968.00,0.13,19.80,75.70,0.13
1313.80,1311.80,652183936.00,2.80,18.78,76.14,0.13
1310.19,1315.45,594646080.00,3.93,18.12,76.21,0.13
1319.44,1309.37,592025856.00,5.68,18.35,76.17,0.13
1328.26,1321.89,680631424.00,7.65,17.38,76.09,0.13
1325.83,1327.44,819521408.00,8.20,16.55,75.98,0.10
1332.41,1329.48,735964736.00,8.97,16.13,75.82,0.11
1332.87,1333.56,593163264.00,9.03,14.16,75.92,0.09
1332.63,1332.03,662639680.00,8.54,12.40,75.92,0.09
1335.54,1335.94,735630720.00,8.10,11.42,75.55,0.10
1333.51,1334.82,726433856.00,7.08,11.21,75.57,0.10
1328.17,1336.16,601538304.00,5.30,10.86,74.85,0.09
1324.46,1329.01,601176000.00,3.34,11.30,75.06,0.09
1314.16,1321.96,697977856.00,0.51,11.19,74.87,0.08
1314.41,1314.03,663351360.00,-1.35,11.07,74.99,0.08
1314.52,1311.13,683765696.00,-2.54,11.42,74.71,0.09
1319.68,1314.54,895345600.00,-2.59,11.39,74.83,0.12
1305.14,1313.35,822628928.00,-4.43,12.16,75.49,0.10
1312.62,1305.99,681330880.00,-4.48,11.91,75.07,0.11
1330.36,1319.12,810093184.00,-2.08,13.00,74.35,0.10
1337.38,1333.23,698558464.00,0.37,12.65,74.11,0.10
1335.25,1337.14,564300800.00,1.54,12.54,74.02,0.10
1347.24,1336.75,767573248.00,3.66,12.98,73.76,0.09
1355.66,1348.43,752592128.00,5.79,13.33,73.38,0.09
1360.48,1353.86,771224960.00,7.35,13.04,73.11,0.09
1363.61,1360.14,1142506624.00,8.23,12.28,73.03,0.09
1361.22,1365.21,733240640.00,7.92,12.23,73.05,0.09
1356.62,1359.76,791960960.00,6.58,11.99,73.13,0.09
1347.32,1355.90,832483328.00,4.05,12.20,73.13,0.09
1335.10,1344.16,836913536.00,0.52,12.52,74.12,0.09
1340.20,1340.24,784480448.00,-1.23,13.24,74.91,0.09
1346.29,1340.20,585192768.00,-1.66,12.23,74.67,0.09
1357.16,1348.34,641270208.00,-0.61,12.54,74.54,0.09
1342.08,1354.51,798605440.00,-2.01,12.60,75.32,0.09
1348.65,1339.39,791049280.00,-2.10,13.45,75.21,0.09
1337.77,1348.69,737479168.00,-3.59,14.24,75.71,0.09
1329.47,1334.77,744597632.00,-5.54,14.36,75.59,0.10
1328.98,1326.10,779705088.00,-6.66,14.26,75.36,0.09
1340.68,1328.54,721931648.00,-5.64,14.77,75.37,0.10
1343.60,1342.40,669714240.00,-4.44,15.10,75.11,0.09
1333.27,1342.00,762001472.00,-4.86,15.17,75.43,0.10
1317.37,1333.07,667372736.00,-6.98,15.79,76.15,0.10
1316.28,1317.70,658650688.00,-8.15,15.41,75.92,0.10
1320.47,1316.36,747085056.00,-7.97,15.07,75.92,0.09
1325.69,1320.64,689090112.00,-6.80,14.70,75.58,0.09
1331.10,1325.69,537456576.00,-5.04,14.57,74.76,0.10
1345.20,1331.10,956089728.00,-1.87,14.64,74.63,0.10
1314.55,1345.20,885135296.00,-3.70,15.40,74.85,0.10
1312.94,1314.55,761836352.00,-4.84,14.93,74.32,0.10
1300.16,1312.94,723597120.00,-6.92,14.78,73.78,0.11
1286.17,1300.26,746934464.00,-9.60,14.75,73.96,0.10
1284.94,1286.31,751073408.00,-10.88,14.72,73.55,0.09
1279.56,1284.63,761744640.00,-11.72,14.32,73.92,0.09
1289.00,1279.63,682780928.00,-10.31,14.64,74.18,0.09
1270.98,1288.60,785434368.00,-11.05,15.19,74.83,0.09
1271.83,1271.31,683880768.00,-10.67,14.55,74.48,0.10
1287.87,1272.22,698113472.00,-7.65,15.33,74.43,0.10
1265.42,1287.87,827218048.00,-8.01,16.18,75.62,0.10
1267.64,1265.53,833858880.00,-7.32,16.31,75.40,0.10
1271.50,1268.58,1273126656.00,-5.77,16.56,74.99,0.10
1278.36,1271.50,594728704.00,-3.37,16.48,75.01,0.09
1295.52,1278.40,641187584.00,0.75,15.60,74.63,0.09
1287.14,1295.48,619495680.00,2.48,15.56,74.94,0.09
1283.50,1286.60,890506432.00,3.22,16.22,75.25,0.08
1268.45,1283.04,1122633344.00,1.84,16.30,75.58,0.08
1280.10,1268.44,666182336.00,2.60,16.72,75.30,0.08
1296.67,1280.21,604462144.00,5.29,17.23,75.02,0.08
1307.41,1296.85,706605312.00,8.28,17.05,74.68,0.07
1320.64,1307.64,758858240.00,11.62,16.61,74.42,0.07
1339.67,1320.64,638345664.00,15.70,17.43,74.30,0.08
1337.88,1339.59,677972608.00,17.35,16.42,74.65,0.08
1339.22,1337.56,615723648.00,17.74,15.28,75.02,0.07
1353.22,1339.62,651180928.00,18.90,15.37,74.92,0.07
1343.80,1352.39,604649472.00,17.45,15.88,75.08,0.07
1319.49,1343.31,635101952.00,12.50,16.92,75.94,0.07
1313.64,1319.61,727893760.00,7.94,16.53,75.97,0.06
1317.72,1314.45,665499520.00,5.12,16.96,74.94,0.06
1308.87,1317.74,720810112.00,1.87,16.68,75.20,0.06
1316.14,1308.87,884946752.00,0.58,16.21,75.13,0.06
1305.44,1315.94,679143936.00,-1.72,16.42,75.40,0.06
1326.73,1307.07,698819904.00,-0.43,16.85,75.15,0.06
1325.84,1328.66,645975360.00,0.20,16.43,74.82,0.06
1343.80,1325.65,831227072.00,2.79,16.92,73.99,0.06
1345.02,1343.80,585978432.00,4.34,15.94,74.24,0.06
1337.43,1344.32,577708992.00,4.01,16.47,74.11,0.06
1331.94,1337.39,652771456.00,2.78,16.39,73.50,0.06
1304.89,1331.91,853950144.00,-1.70,17.19,74.06,0.07
1300.67,1304.84,748755136.00,-5.07,17.02,74.13,0.08
1292.28,1300.12,952022656.00,-8.09,16.59,73.86,0.11
1286.94,1292.59,852179648.00,-10.32,17.93,74.32,0.17
1254.05,1286.56,960468544.00,-15.43,19.01,74.56,0.16
1260.34,1254.25,1018153088.00,-17.05,19.45,73.94,0.12
1200.07,1260.23,1354956800.00,-24.84,23.07,75.29,0.09
1199.38,1200.28,1724234624.00,-28.44,25.20,74.60,0.08
1119.46,1198.48,1938566656.00,-39.27,29.30,74.90,0.11
1172.53,1120.23,1861833472.00,-37.00,33.91,73.88,0.10
1120.76,1171.77,1724517248.00,-39.93,36.28,74.82,0.10
1172.64,1121.30,1530723584.00,-32.65,40.31,74.56,0.09
1178.81,1172.87,1000971648.00,-25.11,40.62,74.57,0.10
1204.49,1178.86,855961280.00,-15.26,41.81,73.83,0.10
1192.76,1204.22,872991296.00,-9.21,41.49,74.02,0.09
1193.89,1192.89,785756288.00,-4.21,41.99,73.79,0.09
1140.65,1189.62,1304441088.00,-7.04,44.96,74.24,0.09
1123.53,1140.47,1274118016.00,-10.02,44.95,73.99,0.09
1123.82,1123.55,911790784.00,-10.69,44.34,74.15,0.09
1162.35,1124.36,962568256.00,-4.97,45.25,73.85,0.08
1177.60,1162.16,877416192.00,1.50,42.50,74.05,0.08
1159.27,1176.69,944315968.00,3.81,41.44,74.26,0.08
1176.80,1158.85,917897856.00,7.95,38.96,73.71,0.09
1210.08,1177.91,686586496.00,15.02,36.25,73.67,0.09
1212.92,1209.76,795066176.00,19.64,34.10,73.99,0.08
1218.89,1213.00,963997184.00,22.83,30.94,74.13,0.08
1204.42,1219.12,742519936.00,22.30,31.45,74.55,0.08
1173.97,1203.90,724104576.00,17.37,32.04,74.70,0.08
1165.24,1173.97,861354304.00,12.68,32.74,75.89,0.09
1198.62,1165.85,771230784.00,13.73,33.41,75.43,0.09
1185.90,1197.98,782569152.00,12.41,30.42,76.26,0.09
1154.23,1185.37,993797696.00,7.22,30.78,77.20,0.09
1162.27,1153.50,858044096.00,4.93,30.93,77.17,0.09
1172.87,1162.59,832666176.00,4.90,29.46,77.05,0.09
1188.68,1173.32,887705600.00,6.93,30.71,76.87,0.08
1209.11,1189.44,802681984.00,10.73,29.65,76.28,0.09
1216.01,1209.21,1568483840.00,13.69,27.53,76.60,0.09
1204.09,1214.99,739064576.00,13.52,27.11,77.11,0.09
1202.09,1204.50,722507520.00,12.65,26.74,77.00,0.09
1166.76,1203.63,968066240.00,7.09,28.08,77.71,0.08
1129.56,1164.55,1347622656.00,-1.36,30.01,78.48,0.08
1136.43,1128.82,951936960.00,-5.57,29.05,78.30,0.08
1162.95,1136.91,918172544.00,-4.36,29.00,78.02,0.08
1175.38,1163.32,900483648.00,-1.61,28.96,77.76,0.08
1151.06,1175.39,790025856.00,-2.74,29.91,78.11,0.08
1160.40,1151.74,883559040.00,-1.92,29.79,77.94,0.08
1131.42,1159.93,986894208.00,-4.82,29.98,78.79,0.06
1099.23,1131.21,1066090112.00,-10.29,31.49,79.61,0.08
1123.95,1097.42,1235087744.00,-9.81,32.25,79.04,0.07
1144.03,1124.03,974371648.00,-6.18,32.96,79.11,0.07
1164.97,1144.11,851418304.00,-0.66,34.04,78.63,0.07
1155.46,1165.03,882058496.00,1.89,33.57,78.75,0.07
1194.89,1158.15,655061120.00,8.67,35.02,77.60,0.07
1195.54,1194.60,650633344.00,12.79,33.01,77.62,0.07
1207.25,1196.19,806641600.00,16.40,31.03,77.04,0.07
1203.66,1206.96,678827456.00,17.52,30.78,77.05,0.07
1224.58,1205.65,628090496.00,20.10,29.91,76.61,0.07
1200.86,1224.47,679536576.00,17.72,29.42,77.22,0.07
1225.38,1200.75,857912320.00,18.47,29.94,77.16,0.07
1209.88,1223.46,777040576.00,15.99,29.04,77.08,0.07
1215.39,1209.92,769308288.00,14.27,28.55,76.97,0.07
1238.25,1215.39,1040171136.00,15.30,27.37,76.39,0.07
1254.19,1238.72,702781056.00,17.07,25.08,76.09,0.07
1229.05,1254.19,775854656.00,13.93,24.87,76.24,0.07
1242.00,1229.17,893196416.00,12.72,24.49,76.25,0.08
1284.59,1243.97,1061435392.00,16.52,26.59,74.97,0.07
1285.09,1284.39,773868032.00,17.86,24.50,75.09,0.07
1253.30,1284.96,860682432.00,13.43,25.92,76.48,0.09
1218.28,1251.00,1000933568.00,5.17,26.86,77.32,0.08
1237.90,1219.62,752824832.00,1.90,27.39,77.08,0.08
1261.15,1238.25,794789568.00,2.39,27.92,76.72,0.09
1253.23,1260.82,650549504.00,1.23,27.65,76.91,0.08
1261.12,1253.21,599872256.00,1.11,26.17,76.94,0.08
1275.92,1261.12,659229568.00,2.52,26.12,76.63,0.08
1229.10,1275.18,853225920.00,-3.04,28.05,77.91,0.08
1239.69,1229.59,694675520.00,-5.35,27.69,77.63,0.08
1263.85,1240.12,576876416.00,-3.76,28.33,76.91,0.08
1251.78,1263.85,533713376.00,-4.43,27.60,77.46,0.08
1257.81,1251.70,624798272.00,-4.15,27.22,77.90,0.09
1236.91,1257.81,754136704.00,-6.72,25.31,78.28,0.08
1216.13,1236.56,823107392.00,-10.91,26.61,78.32,0.08
1215.65,1216.19,788257152.00,-13.29,25.20,78.04,0.08
1192.98,1215.62,735888640.00,-17.20,24.81,78.33,0.08
