Closing Price,Open Price,Volume,MACD,ATR,US Dollar Index,SHIBOR,label
3668.83,3644.63,912255.46,55.7935379,39.353,75.75,1.2098,3624.02
3624.02,3670.81,829408.64,54.98746516,80.101,76.22,1.2054,3554.48
3554.48,3579.28,685215.07,48.1818587,80.595,76.01,1.1971,3577.24
3577.24,3579.83,575637.38,44.1162826,56.388,76.01,1.1875,3575.02
3575.02,3589.41,545509.12,40.25139783,46.446,76.53,1.1763,3612.75
3612.75,3572.53,837850.21,39.77468869,127.634,76.32,1.1733,3583.34
3583.34,3594.51,691864.93,36.60166942,42.039,76.91,1.1667,3560.72
3560.72,3568.28,569639.12,31.89428771,60.018,76.9,1.1625,3480.15
3480.15,3571.05,632862.01,21.41546401,106.595,77.75,1.165,3391.74
3391.74,3450.05,661110.15,5.908220777,94.478,77.71,1.1669,3396.62
3396.62,3386.33,483298.05,-5.918812761,49.99,78.08,1.1613,3305.54
3305.54,3402.23,539426.85,-22.38311752,107.989,78.28,1.1529,3336.48
3336.48,3303.73,480645.04,-32.5595145,46.696,77.88,1.1554,3438.82
3438.82,3346.76,643778.23,-31.99779118,109.224,77.73,1.1554,3424.78
3424.78,3434.33,469145.76,-32.31256872,31.289,77.64,1.15,3478.43
3478.43,3432.82,553753.9,-27.91118283,64.791,77.65,1.1529,3500.74
3500.74,3481.9,555357.65,-22.36549094,50.07,77.83,1.1492,3558.86
3558.86,3503.82,884293.7,-13.12934498,63.059,77.89,1.1488,3575.68
3575.68,3561.37,692418.9,-4.401101336,37.138,77.92,1.1467,3535.23
3535.23,3592.47,661010.8,-0.739758294,62.519,77.51,1.1175,3564.04
3564.04,3545.19,858096.41,4.435399455,79.865,77.63,1.115,3541.73
3541.73,3558.7,784731.25,6.659669492,47.659,77.47,1.1183,3471.46
3471.46,3543.16,803500.37,2.720773715,105.787,77.99,1.0797,3480.13
3480.13,3456.91,607902.53,0.295681311,55.385,77.48,1.0608,3482.05
3482.05,3593.11,899801.72,-1.45436751,129.211,77.02,1.0471,3534.92
3534.92,3477.84,937432.78,1.408156833,97.746,77,1.0336,3421.14
3421.14,3448.29,1124579.01,-5.441001096,119.223,76.84,1.0854,3469.05
3469.05,3433.47,833532.52,-6.923503734,58.511,76.76,1.0475,3482.74
3482.74,3472.52,725431.02,-6.914267867,51.411,77.2,1.0283,3500.68
3500.68,3471.78,828543.07,-5.39664697,43.218,77.11,1.0271,3507.48
3507.48,3506.81,748832.32,-3.6038369,31.296,77.53,1.0271,3394.43
3394.43,3512.25,924951.46,-11.17621833,127.631,78.36,1.0275,3408.57
3408.57,3397.04,705950.68,-15.85365429,60.457,78.43,1.0283,3366.2
3366.2,3364.45,889334.04,-22.71814509,115.38,78.27,1.0423,3328.01
3328.01,3340.01,568491.71,-30.88334848,46.16,78.2,1.1879,3242.8
3242.8,3328.11,617522.31,-43.72657793,119.058,78.5,1.1958,3198.57
3198.57,3243.04,526913.94,-56.81902747,71.751,78.72,1.315,3206.57
3206.57,3195.29,469907.16,-65.79063862,51.843,78.93,1.3588,3204.16
3204.16,3190.32,502626.13,-72.2625774,72.539,79.49,1.3592,3152.71
3152.71,3198.23,570013.8,-80.61379351,87.716,79.19,1.3546,3146.19
3146.19,3170.78,501300.33,-86.7580478,68.856,79,1.3575,3230.72
3230.72,3160.71,647988.94,-83.84041173,136.534,79.41,1.3567,3218.8
3218.8,3206.43,589727.26,-81.54939302,52.082,80,1.3575,3153.09
3153.09,3147.72,591058.45,-84.06731975,88.881,80.25,1.3583,3150.99
3150.99,3152.25,373559.51,-85.24946384,38.498,80.38,1.3567,3169.19
3169.19,3147.76,359531.58,-83.75212984,34.469,79.77,1.405,3214.13
3214.13,3195.14,342198.94,-78.03960742,45.266,80.04,1.4992,3220.4
3220.4,3216.69,357910.52,-72.17463279,31.184,79.99,2.4967,3251.28
3251.28,3232.88,340582.38,-64.29370244,32.798,80.24,2.2538,3233.35
3233.35,3248.95,382837.72,-58.8170453,29.165,80.56,1.4313,3198.63
3198.63,3225.39,427428.98,-56.62490599,80.411,80.92,1.4321,3244.48
3244.48,3177.08,499894.37,-50.60464978,79.683,80.77,1.4375,3292.13
3292.13,3252.15,675866.17,-41.51049291,49.661,80.74,1.4521,3281.67
3281.67,3286.1,521072.88,-34.74696269,27.456,80.35,1.4315,3324.42
3324.42,3290.01,605045.2,-25.64110895,48.712,80.72,1.4295,3311.24
3311.24,3327.1,570343.74,-19.2666411,40.209,80.47,1.4242,3335.08
3335.08,3313.02,606227.32,-12.15067181,41.738,80.01,1.4075,3250.57
3250.57,3338.67,693468.1,-13.17839191,100.931,80.55,1.4017,3259.76
3259.76,3253.16,456291.38,-13.10021944,36.726,80.44,1.3842,3286.18
3286.18,3268.4,415408.76,-10.78258323,35.896,80.43,1.3785,3305.86
3305.86,3285.62,541994.86,-7.273579558,66.524,80.56,1.3663,3279.69
3279.69,3304.04,464210.79,-6.529025915,53.32,80.4,1.3592,3276.71
3276.71,3282.2,474877.54,-6.109720059,51.784,80.26,1.3563,3233.13
3233.13,3277.31,399573.44,-9.1879651,52.146,79.8,1.3446,3183.18
3183.18,3231.22,378443.04,-15.47904637,63.018,80.23,1.3375,3203.97
3203.97,3183.78,308477.8,-18.57325481,35.191,79.67,1.3354,3273.92
3273.92,3214.22,458009.34,-15.20617306,70.027,79.75,1.3275,3267.56
3267.56,3277.88,469480.13,-12.90228652,38.775,80.31,1.3246,3293.87
3293.87,3270.98,460621.87,-8.850930548,45.275,80.77,1.3238,3302.63
3302.63,3297.82,494394.62,-4.877361849,25.416,80.53,1.3163,3275.57
3275.57,3305.55,465395.36,-3.866818146,36.199,80.88,1.3146,3276.67
3276.67,3282.05,445479.66,-2.943585124,27.51,81.91,1.3133,3229.13
3229.13,3270.39,449842.85,-5.979153723,53.848,82.15,1.3083,3275
3275,3226.8,474449.65,-4.629845318,64.794,81.62,1.3042,3358.54
3358.54,3295.76,847249.1,3.144066911,88.603,81.29,1.3025,3366.71
3366.71,3361.35,564369.8,9.850487411,21.952,81.47,1.2946,3345.61
3345.61,3369.19,531242.87,13.30927854,31.156,81.07,1.3388,3391.94
3391.94,3349.88,677726.69,19.56316586,46.874,80.72,1.3045,3407.35
3407.35,3400.14,690734.52,25.46936058,20.394,81.18,1.3125,3405.15
3405.15,3422.85,651917.1,29.63089365,49.402,81.39,1.3096,3386.95
3386.95,3403.09,540112.28,31.10214727,36.128,81.61,1.2971,3346.74
3346.74,3381.31,621853.22,28.69316195,50.793,81.5,1.2925,3379.17
3379.17,3348.77,512805.67,29.06548216,36.927,80.88,1.2913,3351.48
3351.48,3388.36,745651.5,26.81690702,63.257,80.58,1.2842,3391.72
3391.72,3350.73,799076.95,27.95946602,77.659,80.42,1.2833,3403.71
3403.71,3394.64,603061.31,29.49255395,27.079,80.22,1.2838,3394.57
3394.57,3407.03,610516.85,29.62903532,47.056,80.47,1.2813,3356.33
3356.33,3388.29,471403.68,26.34766848,45.793,80.8,1.2874,3176.42
3176.42,3313.5,884163,9.124823587,180.891,80.92,1.2875,3173.37
3173.37,3176.41,641378.59,-4.716069972,65.686,81.04,1.2896,3236.68
3236.68,3178.88,669283.31,-10.456359,72.772,81.23,1.2917,3201.54
3201.54,3222.68,710816.88,-17.637607,58.953,81.69,1.2933,3190
3190,3198.78,612526.79,-23.98335278,52.161,81.36,1.2888,3172
3172,3195.46,508941.99,-30.11815244,39.341,81.28,1.2896,3108.41
3108.41,3163.1,652965.74,-39.65393961,111.143,82.33,1.3319,3097.35
3097.35,3080.32,459954.06,-47.5550613,60.03,82.29,1.3425,3060.06
3060.06,3114.94,482609.71,-56.17808187,70.9,82.01,1.3529,3067.37
3067.37,3060.12,544778.81,-61.71138765,54.058,81.91,1.3973,3019.45
3019.45,3005.49,412486.1,-69.16569403,72.444,83.47,1.3979,3036.39
3036.39,2981.78,596704.41,-72.86601163,93.504,84.15,1.4093,2896.86
2896.86,3014.91,587704.13,-86.06597543,141.002,84.95,1.4088,2836.79
2836.79,2835.88,611193.99,-100.2186881,79.703,84.39,1.4088,2858.23
2858.23,2842.37,502091.73,-108.4542699,73.791,84.25,1.5054,2800.82
2800.82,2916.34,583634.9,-118.2508965,131.424,84.73,1.5042,2818.16
2818.16,2781.71,530022.71,-123.1952405,75.725,84.84,1.5008,2886.91
2886.91,2818.58,551457.78,-120.1806696,75.311,85.43,1.4983,2868.02
2868.02,2865.58,424987.19,-117.9559811,38.852,86.29,1.5,2714.72
2714.72,2828.88,521668.47,-127.0984618,155.579,86.14,1.5433,2771.35
2771.35,2711.41,545096.71,-128.2952263,94.872,87.31,1.5438,2762.17
2762.17,2748.95,455762.21,-128.5026375,80.391,86.12,1.5454,2726.02
2726.02,2739.22,421748.03,-130.0846419,72.804,85.95,1.5502,2768.79
2768.79,2656.42,544753.83,-126.4298859,121.497,85.46,1.6588,2873.47
2873.47,2787.75,745023.38,-113.7752949,117.577,86.48,1.7425,2813.94
2813.94,2851.26,551683.27,-107.3126575,75.449,86.39,1.855,2813.94
2813.94,2814.44,398585.64,-101.0263216,41.403,87.36,2.1592,2859.98
2859.98,2808.05,534452.09,-91.27752487,95.279,86.3,2.32,2850.3
2850.3,2885.86,515349.89,-83.3713334,58.618,86.77,2.21,2773.26
2773.26,2835.33,462168.54,-82.37240466,84.624,86.47,2.3725,2744.16
2744.16,2755.28,448514.26,-82.97257838,71.695,86.88,2.7408,2757.53
2757.53,2729.33,395870.2,-81.43108967,57.839,86.74,2.7654,2736.08
2736.08,2769.1,395872.58,-81.00657185,51.812,87.21,2.7513,2744.39
2744.39,2721.36,327462.91,-79.08751576,35.381,88.3,2.1024,2695.72
2695.72,2692.83,395419.93,-80.5656853,71.049,88.49,1.7041,2699.34
2699.34,2694.11,351401.82,-80.51681318,48.528,88.15,1.8413,2782.13
2782.13,2711.64,602095.33,-72.95606365,100.494,87.92,1.8454,2750.02
2750.02,2755.94,429063.34,-68.76247283,36.026,87.11,1.935,2758.87
2758.87,2766.2,405585.85,-63.98785355,32.072,87.28,1.9788,2742.73
2742.73,2778.53,326123.56,-60.80481163,42.276,85.69,2.18,2696.17
2696.17,2739.03,418083.44,-61.33278948,69.228,85.57,2.2142,2780.66
2780.66,2698.98,552614.82,-54.30699674,98.147,85.94,2.2292,2783.72
2783.72,2772.89,390960.52,-47.93971188,28.88,86.11,2.2463,2758.5
2758.5,2768.7,356003.5,-44.41702758,54.172,85.82,2.2408,2757.5
2757.5,2753.71,292206.82,-41.23044556,43.701,85.76,2.3067,2736.29
2736.29,2744.12,306717.82,-39.95601867,43.79,85.35,2.2933,2716.78
2716.78,2734.51,277100.44,-40.05855009,41.368,85.69,2.2883,2592.02
2592.02,2717.47,487585.52,-49.63457842,132.537,86.13,2.2785,2563.07
2563.07,2572.91,356987.94,-58.88085042,45.176,86.05,2.2683,2526.07
2526.07,2557.92,328576.46,-68.40556097,49.525,84.55,2.2492,2534.11
2534.11,2523.04,449141,-74.44750158,79.92,84.37,2.1942,2512.65
2512.65,2507.35,321785.74,-80.04424136,57.615,84.56,2.165,2562.9
2562.9,2504.87,397147.62,-79.50833958,60.48,84.05,2.1567,2580.48
2580.48,2561.11,357209.09,-76.78040126,32.049,83.96,2.1291,2575.92
2575.92,2591.51,340569.66,-74.13157892,37.592,83.86,1.9842,2647.1
2647.1,2578.56,584930.45,-65.53307049,104.904,83.98,1.7206,2676.22
2676.22,2647.42,584624.91,-55.72704741,53.161,84.25,1.6916,2634.59
2634.59,2649.66,432285.06,-50.72971255,57.878,83.52,1.6479,2653.61
2653.61,2640.93,466888.6,-44.71935945,50.023,83.35,1.5186,2608.52
2608.52,2650.33,404404.59,-43.0976941,72.654,82.35,1.4608,2616.13
2616.13,2597,350633.02,-40.72903099,47.538,82.57,1.4433,2682.47
2682.47,2592.09,538680.7,-33.11669345,106.93,82.56,1.4442,2741.5
2741.5,2685.46,731283.45,-22.06618748,63.765,82.75,1.4763,2747.34
2747.34,2744.7,707570.92,-12.69168636,32.484,83.34,1.4729,2781.29
2781.29,2738.03,610648.06,-2.494015262,49.067,82.64,1.4483,2793.08
2793.08,2787.52,645185.65,6.464547734,37.539,82.52,1.4275,2811.06
2811.06,2798.76,535800.26,14.84391706,36.175,82.07,1.4679,2795.72
2795.72,2803.76,497998.84,20.0168028,26.834,82.13,1.4404,2863.72
2863.72,2796.48,799859.54,29.26602323,82.249,82.13,1.4433,2877.98
2877.98,2866.77,959654.09,37.31595919,36.603,81.62,1.4446,2868.85
2868.85,2871.48,625755.91,42.46931689,33.294,81.57,1.4696,2917.28
2917.28,2868.28,717433,49.88614909,55.162,80.9,1.4696,2865.97
2865.97,2925.25,817483.64,51.0359276,63.853,80.6,1.4675,2876.43
2876.43,2858.35,713180.39,52.18980047,58.347,80.99,1.4729,2850.83
2850.83,2874.66,671575.81,50.45651227,43.641,80.78,1.4725,2897.66
2897.66,2848.16,749148.95,52.25924644,77.501,80.41,1.4692,2918.24
2918.24,2894.1,747263.91,54.71796698,34.579,80.71,1.4658,2832.64
2832.64,2920.4,784350.34,49.19201907,93.218,80.89,1.4658,2850.21
2850.21,2823.15,549791.33,45.70381465,41.211,82.46,1.4688,2816.39
2816.39,2822.79,598932.27,39.75175916,50.267,82.58,1.4729,2855.55
2855.55,2818.41,585077.21,37.75941074,56.822,82.92,1.4729,2922.08
2922.08,2851.22,810680.43,41.07586243,84.664,82.46,1.4717,2942.29
2942.29,2927.26,764529.12,44.8181552,31.896,82.24,1.4717,2937.36
2937.36,2945.98,707476,46.84620618,38.081,82.27,1.4946,2955.4
2955.4,2940.77,769248.65,49.33980502,47.175,82.47,1.5204,2898.33
2898.33,2943.33,716633.06,46.17924793,62.755,83.02,1.5379,2896.19
2896.19,2895.71,489155.17,43.00597673,33.882,83.26,1.4967,2911.83
2911.83,2892.13,610937.96,41.27693546,66.316,83.34,1.5171,2843.02
2843.02,2893.99,636106.21,33.96324289,69.578,83.19,1.5417,2850.09
2850.09,2853.11,486704.42,28.41008497,32.749,82.9,1.6317,2858.57
2858.57,2847.45,407895.82,24.4114674,27.652,82.74,1.9563,2915.01
2915.01,2874.25,657498.82,25.50310928,62.519,83.16,2.0533,2903.19
2903.19,2905.15,657661.04,25.124685,25.202,83.07,2.32,2884.04
2884.04,2907.66,769755.78,23.01456131,72.594,82.48,2.535,2921.39
2921.39,2917.74,707008.51,24.07862325,47.505,82.4,1.9806,2920.21
2920.21,2926.94,726410.27,24.54312051,37.67,82.01,1.9792,2975.09
2975.09,2935.89,938556.81,29.00563978,60.219,82.05,1.9729,2983.11
2983.11,2979.3,735193.61,32.8109795,31.533,82.89,1.84,2980.97
2980.97,2970,728720.02,35.2476647,29.269,82.57,1.7054,2926.46
2926.46,2986.87,813955.54,32.40692901,64.667,82.68,1.6383,2932.55
2932.55,2928,650867.04,30.2981027,50.755,82.86,1.5583,2962.32
2962.32,2933.59,672799,30.67502679,51.662,81.88,1.4963,2965.01
2965.01,2971.55,701059.03,30.83535163,29.959,81.23,1.5988,2913.19
2913.19,2965.54,716196.42,26.47617193,59.909,81.46,1.6696,2857.79
2857.79,2908.32,740742.84,18.33936535,83.816,81.27,1.6588,2861.37
2861.37,2864.72,519388.67,12.04096288,29.402,81.41,1.5204,2849.83
2849.83,2865.04,502831.04,6.048448544,42.462,81.32,1.6446,2857.48
2857.48,2859.43,357518.81,1.894627357,25.255,80.44,1.8069,2905.03
2905.03,2869.93,490718.23,2.412019563,48.05,79.53,1.7123,2880.91
2880.91,2900.54,586608.26,0.865634316,29.371,78.92,1.7814,2874.81
2874.81,2877.27,567822.36,-0.841996682,41.878,78.78,1.7466,2935.57
2935.57,2859.06,630002.47,2.676822299,78.177,78.8,2.5975,3044.23
3044.23,2965.65,999947.2,14.07118108,120.262,77.2,1.7325,3132.9
3132.9,3069.19,1587349.04,29.91078204,109.971,77.47,1.6683,3172.73
3172.73,3121.64,1273617.05,45.15726392,67.625,77.33,1.6375,3217.58
3217.58,3176.89,1446077.73,60.1657581,56.068,77.08,1.6358,3224.14
3224.14,3245.13,1796118.38,71.76244434,70.992,76.53,1.6187,3327.68
3327.68,3204.72,1934141.4,88.290202,128.561,76.97,1.5925,3306.16
3306.16,3345.8,2178820.51,98.51620925,101.234,77.15,1.5946,3375.67
3375.67,3300.52,1304417.91,110.9506228,95.868,78.19,1.5929,3396.88
3396.88,3304.22,1665284.6,121.1198571,138.216,77.17,1.5958,3374.69
3374.69,3404.72,1238832.45,125.9364611,73.129,77.44,1.5913,3378.66
3378.66,3365.6,1163618.57,128.5916755,62.38,77.37,1.5904,3481.08
3481.08,3386.85,1454331.05,137.3772745,114.917,77.19,1.5829,3466.08
3466.08,3491.47,1426369.99,141.4986837,63.354,77.65,1.5283,3403.87
3403.87,3451.43,1237615.7,138.1524068,92.122,78.06,1.5233,3397.69
3397.69,3390.43,983494.56,133.463302,49.446,77.28,1.5238,3379.98
3379.98,3400.26,1004589.7,126.8558689,52.999,77.05,1.5842,3473
3473,3390.41,1262691.48,127.6532148,93.012,77.23,1.5833,3463.13
3463.13,3484.23,1549114.5,126.0363067,72.451,76.72,1.5788,3420.34
3420.34,3462.74,1263593.03,119.9197399,55.627,76.39,1.5738,3480.51
3480.51,3426.46,1167994.81,118.5603587,61.286,75.85,1.5592,3520.8
3520.8,3538.99,1376880.27,119.3584576,73.965,76.59,1.5325,3548.57
3548.57,3534.19,1264707.59,120.8386495,42.93,77.03,1.5288,3523.95
3523.95,3547.44,1224545.33,118.657915,49.943,77.74,1.5208,3499.11
3499.11,3507.2,1200785.78,113.6153575,52.986,77.64,1.5188,3509.98
3509.98,3490.74,1389762.33,109.2365179,73.096,78.12,1.52,3291.83
3291.83,3484.61,1607338.5,87.15930143,225.627,78.14,1.5258,3314.89
3314.89,3298.74,1023157.24,70.70861273,78.218,78.62,1.5921,3169.54
3169.54,3311.62,1083070.72,45.4188297,159.418,79.21,1.6508,3103.91
3103.91,3124.11,832580.8,19.85170249,82.031,79.05,1.7292,3147.96
3147.96,3134.94,656972.92,3.108685988,61.241,78.57,1.8029,3178.85
3178.85,3168.17,833476.54,-7.580807695,102.633,78.49,1.8188,3171.94
3171.94,3148.22,832127.76,-16.42020237,62.721,78.64,1.96,3107.18
3107.18,3156.48,773995.91,-28.32496798,110.318,79.71,1.9815,3177.04
3177.04,3088.99,753320.83,-31.75583598,88.42,79.76,1.9055,3223.48
3223.48,3197.97,834420.94,-30.37725295,54.772,79.68,1.8913,3194.85
3194.85,3214.13,644678.24,-31.23494143,54.153,80.39,1.8925,3190.05
3190.05,3183.54,589948.92,-31.93411113,47.297,80.76,1.9217,3136.99
3136.99,3187.53,857623.55,-36.35107758,145.344,81.3,2.13,3136.02
3136.02,3127.26,488826.68,-39.4740675,38.791,80.7,2.23,3155.06
3155.06,3185.76,610239.08,-39.95254602,58.202,80.23,2.2372,3158.16
3158.16,3161.93,504753.54,-39.62506855,36.959,79.17,1.9982,3165.57
3165.57,3168.88,563626.3,-38.32549995,44.777,79.64,1.88,3200.34
3200.34,3152.73,584836.53,-34.09696614,102.468,79.97,1.9858,3171.88
3171.88,3194.9,595156.63,-32.66551697,48.515,80,2.0979,3123.37
3123.37,3156,661529.65,-35.04197682,52.856,80.05,2.0092,3161.98
3161.98,3107.38,571081.05,-33.42445703,71.08,80.11,2.0108,3261.06
3261.06,3176.34,957137.39,-23.8721272,99.367,79.34,2.0067,3269.47
3269.47,3270.2,841042.41,-15.44493856,25.184,79.42,1.9985,3247.64
3247.64,3270.78,722697.85,-10.40785414,40.256,80.24,2.0158,3230.67
3230.67,3246.01,567996.25,-7.6972626,34.272,80.02,2.0008,3225.66
3225.66,3229.3,449191.47,-5.885041163,20.26,80.36,1.9954,3178.66
3178.66,3239.02,747596.93,-8.147750394,131.765,80.57,2.1035,3249.51
3249.51,3184.7,798524.2,-4.17566503,82.662,80.67,2.3521,3215.45
3215.45,3253.82,699362.58,-3.732764359,61.781,80.67,2.5533,3188.61
3188.61,3210.67,613158.47,-5.484785038,54.492,80.49,3.255,3162.96
3162.96,3170.64,551377.67,-8.841259529,49.153,80.45,4.2583,3099.71
3099.71,3176.11,700171.07,-16.41548587,127.392,80.27,4.5079,3044.93
3044.93,3084.82,563257.49,-26.53239271,58.381,80.38,4.5954,3061.83
3061.83,3049.93,451927.75,-32.8083124,37.337,79.76,4.7588,3064.1
3064.1,3063.05,542814.29,-37.17053652,52.011,79.52,5.0996,3128.26
3128.26,3069.05,625660.78,-35.04622166,65.348,78.96,4.5217,3189.68
3189.68,3155.56,854104.4,-28.08280436,66.097,79.43,2.9308,3175.66
3175.66,3170.18,792688.1,-23.42550814,34.908,80.23,2.68,3159.64
3159.64,3177.84,596810.92,-20.78754092,45.48,80.84,2.1804,3166.62
3166.62,3156.36,840932.33,-17.92697354,68.775,81.14,2.12,3108.19
3108.19,3162.09,654944.06,-20.14313331,80.354,80.88,2.01,3124.92
3124.92,3096.25,569859.17,-20.31490368,46.779,80.83,1.98,3142.34
3142.34,3135.18,584985.18,-18.82874197,54.017,80.02,1.9625,3141.28
3141.28,3153.99,519369.88,-17.5337977,29.878,79.16,1.9157,3091.86
3091.86,3129.67,533514.39,-20.26192059,57.773,79.07,1.9217,2974.35
2974.35,3067.43,668075.62,-31.54261037,123.252,79.34,1.9258,2977.65
2977.65,2965.42,429645.64,-39.75820937,36.87,78.97,1.9971,3044.85
3044.85,2978.46,565719.42,-40.38092414,78.362,78.56,2.6275,2944.71
2944.71,3037.86,610466.43,-48.39684114,100.353,78.83,5.7083,2983.46
2983.46,2935.23,731029.66,-51.03497736,95.127,78.11,5.7242,2954.23
2954.23,2986.09,654725.45,-54.85155727,55.281,78.04,5.0408,2938.65
2938.65,2949.65,489826.89,-58.45935569,41.425,77.93,7.2042,2978.43
2978.43,2939.77,433749.79,-57.44668089,43.668,77.7,7.7608,3026.47
3026.47,2953.59,825859.19,-52.16675982,101.888,77.72,7.9997,3036.74
3036.74,3020.12,630135.89,-46.61639705,35.891,78.15,7.6992,3076.51
3076.51,3035.42,671059.14,-38.56380631,44.098,77.75,5.0142,3077.28
3077.28,3083.49,498625.3,-31.75349953,24.395,77,3.3458,3040.95
3040.95,3055.4,603941.45,-28.95436459,55.802,77.59,3.8475,3104.16
3104.16,3034.08,666036.62,-21.38863364,80.975,78.2,2.8758,3120.96
3120.96,3100.27,759755.53,-13.877709,40.917,78.42,2.885,3219.14
3219.14,3123.25,1213023.31,-0.002349709,106.476,78.58,2.31,3217.67
3217.67,3223.22,1095544.38,10.75126056,44.02,78.59,2.31,3248.53
3248.53,3211.14,913342.83,21.51537959,53.382,78.23,2.3008,3245.91
3245.91,3255.63,889646.95,29.49461383,46.344,77.97,2.1867,3211.88
3211.88,3240.05,753786.84,32.69530602,42.787,77.62,2.1075,3257.91
3257.91,3192.15,793997.76,38.50244314,68.432,77.69,2.1783,3163.58
3163.58,3267.62,1078637.41,35.08851987,107.215,77.82,2.0167,3174.74
3174.74,3152.44,713248.54,32.9045,36.199,77.38,1.995,3190.94
3190.94,3170.24,664868.93,32.11014255,37.719,77.1,2.2892,3197.62
3197.62,3190.87,616192.75,31.6548922,53.945,77.25,2.7028,3239.56
3239.56,3200.68,766306.63,34.28327564,62.766,76.9,2.3783,3254.89
3254.89,3241.71,885669.54,37.17508289,37.757,77.02,2.1875,3243.3
3243.3,3237.12,809106.41,38.0921389,54.586,76.65,2.0183,3221.72
3221.72,3248.16,1012199.97,36.65505015,50.602,76.46,1.9419,3270.67
3270.67,3223.51,800139.15,39.01608831,56.181,76.38,1.8933,3334.51
3334.51,3287.41,1181871.97,45.5142454,66.8,76.48,1.7858,3337.46
3337.46,3335.71,848786.55,50.32180158,30.989,76.78,1.6917,3338.86
3338.86,3344.1,780263.61,53.62669829,32.789,76.69,1.6875,3280.26
3280.26,3330.44,782126.42,50.93031025,59.528,77.26,1.6792,3247.38
3247.38,3263.08,672083.35,45.61420783,50.519,76.71,1.6858,3262.92
3262.92,3238.91,636897.83,42.1693275,33.792,76.36,1.6875,3203.96
3203.96,3250.6,960339.79,34.28650299,114.963,76.35,1.6804,3248.2
3248.2,3204.92,788595.2,31.24840968,47.947,76.18,1.6783,3197.1
3197.1,3216.29,856871.14,24.4360755,63.111,75.99,1.6733,3215.69
3215.69,3228.92,613401.61,20.30286694,42.863,75.56,1.6692,3207.11
3207.11,3220.68,591050.37,16.14918085,42.134,75.45,1.9242,3222.96
3222.96,3217.8,572486.84,13.97529936,51.867,75.47,1.9158,3264.93
3264.93,3222.33,720775.85,15.46048852,50.351,75.9,1.8992,3251.36
3251.36,3269.58,613042.44,15.3658021,23.347,75.7,1.879,3294.48
3294.48,3256.18,868959.79,18.55652012,52.903,76.14,1.8675,3290.57
3290.57,3307.41,976843,20.53275195,41.214,76.21,1.7883,3257.98
3257.98,3288.56,1052801.64,19.24715864,52.862,76.17,1.7883,3256.08
3256.08,3256.72,783363.37,17.86909939,41.868,76.09,1.7858,3223.29
3223.29,3257.16,645038.8,13.96990085,54.782,75.98,1.7992,3272.73
3272.73,3227.56,630947.22,14.69978346,51.857,75.82,1.7922,3311.07
3311.07,3269.19,1058236.74,18.1624119,46.534,75.55,1.7829,3324.42
3324.42,3313.47,846817.62,21.73343519,27.987,75.57,1.7717,3353.36
3353.36,3321.54,739292.1,26.5920952,39.8,74.85,1.7663,3333.43
3333.43,3363.37,1044205.45,28.50575652,49.353,75.06,1.7571,3326.77
3326.77,3324.75,1019385.06,29.14924893,42.68,74.87,1.7452,3372.03
3372.03,3311.32,870363.38,32.9317088,75.524,74.99,1.7361,3353.56
3353.56,3374.32,889722.41,34.04641431,31.215,74.71,1.7338,3358.94
3358.94,3345.13,785148.74,34.96125862,54.543,74.83,1.7282,3359.44
3359.44,3346.15,865826.24,35.3190055,37.301,75.49,1.7629,3295.81
3295.81,3334.91,851069.33,30.12121738,68.702,75.07,1.7637,3295.76
3295.76,3300.42,723433.18,25.70130682,29.898,74.35,1.7569,3317.37
3317.37,3312.27,732404.24,23.66931643,34.486,74.11,3.5333,3299.94
3299.94,3317.08,671714.55,20.41753687,33.821,74.11,3.0775,3249.57
3249.57,3292.48,744218.29,13.61920774,52.251,74.02,2.6958,3230.96
3230.96,3242.53,590964.17,6.652799356,41.59,73.76,2.6792,3209.5
3209.5,3242.62,624435.67,-0.592697803,67.373,73.38,2.0233,3161.78
3161.78,3224.41,650502.35,-10.06989703,76.786,73.11,2.0242,3192.72
3192.72,3161.16,536830.65,-14.9115899,46.462,73.03,2.4992,3211.13
3211.13,3192.85,549989.1,-17.06648215,47.129,73.13,2.5525,3129.03
3129.03,3192.84,667163.4,-25.10990506,90.171,73.13,2.5167,3126.12
3126.12,3115,525677.47,-31.35779588,31.043,74.12,1.9942,3121.4
3121.4,3093.81,553521.86,-36.27211723,57.775,74.91,1.9938,3129.76
3129.76,3126.26,460274.04,-39.04187764,31.796,74.67,2.12,3153.22
3153.22,3135.15,409329.95,-38.89538362,31.555,74.54,2.11,3145.09
3145.09,3153.65,476885.33,-38.98638251,37.156,75.32,2.1006,3101.6
3101.6,3123.16,487995.01,-42.08203826,43.949,75.21,2.0858,3128.09
3128.09,3105.3,468959.51,-41.91467978,48.252,75.71,2.0892,3100.46
3100.46,3120.44,451943.19,-43.51000087,38.828,75.59,2.0908,3116.03
3116.03,3097.07,512037.31,-43.02240342,59.285,75.36,2.0992,3139.38
3139.38,3109.29,396417.68,-40.28734099,39.146,75.37,3.1492,3120.64
3120.64,3148.35,431107.82,-39.18029959,36.316,75.11,3.5467,3121.6
3121.6,3120.58,384680.12,-37.79011844,20.158,75.43,4.005,3022.98
3022.98,3115.31,559024.72,-44.13709197,100.146,76.15,4.0008,3026.22
3026.22,3013.72,416089.44,-48.34810437,29.861,75.92,4.4767,2990.34
