ClosePrice,OpenPrice,Volume,MACD,ATR,USDollarIndex,FederalFundRate,label
1092.17,1095.8,473191,-1.945444925,13.83,78.5,0.12,1097.5
1097.5,1091.94,531912,-3.509478726,16.4,78.72,0.12,1084.53
1084.53,1096.93,545240,-5.72951115,21.76,78.93,0.12,1073.87
1073.87,1087.61,541285,-8.253929588,24.86,79.49,0.12,1089.19
1089.19,1073.89,407761,-8.915580163,15.51,79.19,0.14,1103.32
1103.32,1090.05,474954,-8.205185826,16.77,79,0.14,1097.28
1097.28,1100.67,428545,-8.036926037,9.35,79.41,0.13,1063.11
1063.11,1097.25,585969,-10.53932163,34.5,80,0.14,1066.19
1066.19,1064.12,643890,-12.13408375,22.63,80.25,0.13,1056.74
1056.74,1065.51,408982,-13.99910724,14.69,80.38,0.13,1070.52
1070.52,1060.06,511426,-14.20151474,22.54,79.77,0.13,1068.13
1068.13,1069.68,425145,-14.38891076,14.33,80.04,0.12,1078.47
1078.47,1067.1,440087,-13.54691151,19.45,79.99,0.12,1075.51
1075.51,1075.95,416068,-12.96897008,15.5,80.24,0.12,1094.87
1094.87,1079.13,408077,-10.82398498,20.16,79.64,0.13,1099.51
1099.51,1096.14,425923,-8.649948382,6.31,80.47,0.12,1106.75
1106.75,1099.03,387862,-6.270518591,10.76,80.92,0.12,1109.17
1109.17,1105.49,394428,-4.141785637,11.62,80.53,0.13,1108.01
1108.01,1110,381444,-2.519310694,6.91,80.56,0.12,1094.6
1094.6,1107.49,452105,-2.289174364,16.4,80.92,0.12,1105.24
1105.24,1095.89,416836,-1.234005736,11.82,80.77,0.11,1102.94
1102.94,1101.24,452113,-0.576719709,19.22,80.74,0.12,1104.49
1104.49,1103.1,394519,0.068467005,9.68,80.35,0.13,1115.71
1115.71,1105.36,384764,1.468217655,11.62,80.72,0.14,1118.31
1118.31,1117.01,413468,2.755563974,7.75,80.47,0.14,1118.79
1118.79,1119.36,395132,3.7710568,9.06,80.01,0.15,1122.97
1122.97,1119.12,394501,4.857143125,7.07,80.55,0.16,1138.7
1138.7,1125.12,413300,6.907528215,16.41,80.44,0.17,1138.5
1138.5,1138.4,377468,8.419282594,4.28,80.43,0.15,1140.45
1140.45,1137.56,518557,9.663314856,10.47,80.56,0.14,1145.61
1145.61,1140.22,546912,10.93948469,8.17,80.4,0.14,1150.24
1150.24,1143.96,466906,12.18401109,11.25,80.26,0.15,1149.99
1149.99,1151.71,492816,13.00027524,6.44,79.8,0.17,1150.51
1150.51,1148.53,416411,13.53312863,9.53,80.23,0.2,1159.46
1159.46,1150.83,436977,14.51034278,9.93,79.67,0.2,1166.21
1166.21,1159.94,496320,15.64906791,10.38,79.75,0.18,1165.83
1165.83,1166.13,423451,16.33258113,6.61,80.31,0.18,1159.9
1159.9,1166.68,521241,16.20892247,13.87,80.77,0.18,1165.81
1165.81,1157.25,426168,16.39877483,14.94,80.53,0.18,1174.17
1174.17,1166.47,441164,17.02753351,10.89,80.88,0.17,1167.72
1167.72,1172.7,470575,16.81157484,8.16,81.91,0.17,1165.73
1165.73,1170.03,566890,16.29204511,15.6,82.15,0.17,1166.59
1166.59,1167.58,470842,15.76794581,12.45,81.62,0.17,1173.22
1173.22,1167.71,437558,15.70652389,8.26,81.29,0.16,1173.27
1173.27,1173.75,408500,15.48339819,8.91,81.47,0.16,1169.43
1169.43,1171.75,448434,14.82581084,8.79,81.07,0.09,1178.1
1178.1,1171.23,400687,14.83327589,12,80.72,0.17,1187.44
1187.44,1178.71,388162,15.41515562,9.63,81.11,0.2,1189.44
1189.44,1186.01,408618,15.85491718,9.03,81.39,0.2,1182.45
1182.45,1188.23,510143,15.46117005,12.35,81.61,0.19,1186.44
1186.44,1181.75,472697,15.29477363,13.43,81.5,0.19,1194.37
1194.37,1187.47,451157,15.62269925,8.22,80.88,0.19,1196.48
1196.48,1194.94,460709,15.86990366,4.83,80.58,0.19,1197.3
1197.3,1195.94,540358,15.94814183,10.22,80.42,0.2,1210.65
1210.65,1198.69,576004,16.89265161,13.35,80.22,0.2,1211.67
1211.67,1210.77,599533,17.52151081,5.42,80.47,0.22,1192.13
1192.13,1210.17,810847.04,16.25578499,24.9,80.8,0.21,1197.52
1197.52,1192.06,659774,15.50883987,14.19,80.92,0.2,1207.17
1207.17,1199.04,531659,15.5166881,11.06,81.04,0.2,1205.94
1205.94,1207.16,572431,15.24788899,12.14,81.23,0.2,1208.67
1208.67,1202.52,603578,15.08130406,20.08,81.69,0.2,1217.28
1217.28,1207.87,532606,15.46575969,12.18,81.36,0.2,1212.05
1212.05,1217.07,564776,15.17351542,8.73,81.28,0.2,1183.71
1183.71,1209.92,745454,12.51089081,30.43,82.33,0.2,1191.36
1191.36,1184.59,634231,10.89247107,13.24,82.29,0.2,1206.78
1206.78,1193.3,605941,10.73043314,18,82.01,0.19,1186.69
1186.69,1206.77,604826,8.878575123,21.67,81.91,0.2,1202.26
1202.26,1188.58,493805,8.568560152,18.44,82.38,0.2,1173.6
1173.6,1197.5,659472,5.941755715,34.14,83.47,0.21,1165.9
1165.9,1169.24,679594,3.20176072,17.8,84.15,0.21,1128.15
1128.15,1164.38,1061780.96,-1.992842318,101.79,84.95,0.2,1110.88
1110.88,1127.04,947291.04,-7.417641368,40.98,84.39,0.2,1159.73
1159.73,1122.27,689370,-7.68644243,52.97,84.25,0.2,1155.79
1155.79,1156.39,584255,-8.123748762,22.77,84.73,0.2,1171.67
1171.67,1155.43,522546,-7.107008723,17.44,84.84,0.2,1157.44
1157.44,1170.04,487064,-7.364582667,17.43,85.43,0.2,1135.68
1135.68,1157.19,612640,-9.218299203,31.3,86.29,0.2,1136.94
1136.94,1136.52,592292,-10.46507655,26.92,86.14,0.21,1120.8
1120.8,1138.78,617084,-12.61015765,31.46,87.31,0.21,1115.05
1115.05,1119.57,676580,-14.60576071,23.61,86.12,0.2,1071.59
1071.59,1107.34,832856.96,-19.46971454,43.47,85.95,0.2,1087.69
1087.69,1067.26,545213,-21.77429701,34.26,85.46,0.2,1073.65
1073.65,1084.78,522404,-24.45174143,17.25,86.48,0.21,1074.03
1074.03,1067.42,732958,-26.24048858,33.97,86.39,0.21,1067.95
1067.95,1075.51,452105,-27.82790599,25.16,87.36,0.2,1103.06
1103.06,1074.27,569846,-25.95368424,35.57,86.3,0.2,1089.41
1089.41,1102.59,487121,-25.27839729,18.28,86.77,0.19,1070.71
1070.71,1087.3,527148,-25.95299131,24.88,86.88,0.2,1098.38
1098.38,1073.01,502636,-23.97846535,27.85,86.74,0.2,1102.83
1102.83,1098.82,499597,-21.80322746,13.86,87.21,0.19,1064.88
1064.88,1098.43,618058,-22.87786185,42.33,88.3,0.19,1050.47
1050.47,1065.84,546756,-24.60861116,21.5,88.49,0.19,1062
1062,1050.81,619275,-24.76439925,20.98,88.15,0.19,1055.69
1055.69,1062.75,598320,-25.10760188,25.49,87.92,0.18,1086.84
1086.84,1058.77,514478,-22.60546604,32.16,87.11,0.18,1091.6
1091.6,1082.65,405928,-20.00777594,15.13,87.28,0.18,1089.63
1089.63,1095,442583,-17.90169082,16.88,86.7,0.18,1115.23
1115.23,1091.21,464449,-14.00545101,25.96,86.05,0.19,1114.61
1114.61,1114.02,500260,-10.84269389,11.61,86.2,0.19,1116.04
1116.04,1115.98,455776,-8.127112731,11.85,85.69,0.19,1117.51
1117.51,1116.16,455536,-5.789639031,7.08,85.57,0.18,1113.2
1113.2,1122.79,451436,-4.236123865,22.99,85.94,0.17,1095.31
1095.31,1113.9,451438,-4.397829944,24.32,86.11,0.18,1092.04
1092.04,1095.57,452615,-4.735259722,14.33,85.82,0.17,1073.69
1073.69,1090.93,481483,-6.409482371,20.44,85.76,0.16,1076.76
1076.76,1075.1,512884,-7.403252454,15.67,85.35,0.16,1074.57
1074.57,1077.5,389641,-8.272180554,11.15,85.69,0.17,1041.24
1041.24,1071.1,613670,-11.51749823,39.39,86.13,0.15,1030.71
1030.71,1040.56,506708,-14.7688725,19.75,86.05,0.09,1027.37
1027.37,1031.1,643577,-17.41437801,22.67,84.55,0.17,1022.58
1022.58,1027.65,396850,-19.67072133,17.02,84.37,0.18,1028.06
1028.06,1028.09,469124,-20.77719291,24.15,84.05,0.18,1060.27
1060.27,1028.54,493122,-18.83785079,32.83,83.96,0.18,1070.25
1070.25,1062.92,454846,-16.30762148,13.01,83.86,0.17,1077.96
1077.96,1070.5,350657,-13.52436351,10.06,83.98,0.18,1078.75
1078.75,1077.23,342699,-11.12660455,10.33,84.25,0.17,1095.34
1095.34,1080.65,464046,-7.797800758,20.71,83.52,0.17,1095.17
1095.17,1095.61,452105,-5.114461024,11.4,83.35,0.17,1096.48
1096.48,1094.46,455247,-2.849343443,18.13,82.35,0.19,1064.88
1064.88,1093.85,529735,-3.563005242,33.16,82.57,0.19,1071.25
1071.25,1066.85,408950,-3.573389783,13.59,82.56,0.19,1083.48
1083.48,1064.53,471328,-2.565190893,27.06,82.75,0.18,1069.59
1069.59,1086.67,474718,-2.854092721,23.71,83.34,0.18,1093.67
1093.67,1072.14,482690,-1.127003353,27.91,82.64,0.18,1102.66
1102.66,1092.17,452457,0.956123683,15.85,82.52,0.19,1115.01
1115.01,1102.89,400965,3.562492458,13.71,82.07,0.19,1113.84
1113.84,1117.36,472569,5.470587739,11.17,82.13,0.19,1106.13
1106.13,1112.84,400239,6.288148568,11.55,82.13,0.2,1101.53
1101.53,1108.07,461242,6.4900763,23.08,81.62,0.19,1101.6
1101.6,1098.44,400645,6.57990485,18.43,81.57,0.18,1125.86
1125.86,1107.53,414418,8.510569328,25.7,80.9,0.19,1120.46
1120.46,1125.34,407182,9.495442417,9.1,80.6,0.19,1127.24
1127.24,1121.06,405785,10.69971116,9.29,80.99,0.19,1125.81
1125.81,1125.78,368556,11.40721846,8.43,80.78,0.19,1121.64
1121.64,1122.07,385789,11.49888693,18.64,80.41,0.18,1127.79
1127.79,1122.8,319163,11.93026379,8.33,80.71,0.18,1121.06
1121.06,1122.92,397936,11.59541361,16.21,80.89,0.18,1089.47
1089.47,1116.89,451186,8.680925126,32.51,82.46,0.17,1083.61
1083.61,1081.48,452105,5.831101671,12.78,82.58,0.18,1079.25
1079.25,1082.22,332889,3.184076439,7.25,82.92,0.19,1079.38
1079.38,1077.49,314245,1.08428087,13.13,82.46,0.2,1092.54
1092.54,1081.16,396821,0.476585984,20.76,82.24,0.2,1094.16
1094.16,1092.08,372426,0.124271348,14.01,82.27,0.19,1075.63
1075.63,1092.44,429054,-1.631351474,23.5,82.47,0.19,1071.69
1071.69,1075.63,376157,-3.302550535,11.72,83.02,0.2,1067.36
1067.36,1073.36,321095,-4.91967173,14.5,83.26,0.19,1051.87
1051.87,1063.2,443633,-7.366251905,20.68,83.34,0.19,1055.33
1055.33,1048.98,436019,-8.923130939,19.55,83.19,0.19,1047.22
1047.22,1056.28,364671,-10.68817142,16.05,82.9,0.19,1064.59
1064.59,1049.27,410246,-10.56359435,25.51,82.74,0.19,1048.92
1048.92,1062.9,291799,-11.59563688,15.8,83.16,0.19,1049.33
1049.33,1046.88,403877,-12.23936665,14.26,83.07,0.21,1080.29
1080.29,1049.72,439688,-10.13448978,31.97,82.48,0.19,1090.1
1090.1,1080.66,370421,-7.587312863,9.81,82.4,0.19,1104.51
1104.51,1093.61,353450,-4.355680659,15,82.01,0.19,1091.84
1091.84,1102.6,310738,-2.78484995,13.36,82.89,0.2,1098.87
1098.87,1092.36,322464,-0.961608228,11.42,82.57,0.19,1104.18
1104.18,1101.15,338777,0.901405752,11.4,82.68,0.18,1109.55
1109.55,1104.57,306116,2.779135727,6.96,82.86,0.18,1121.9
1121.9,1113.38,452105,5.203805813,14.32,81.88,0.18,1121.1
1121.1,1121.16,452105,6.980355814,11.78,81.23,0.19,1125.07
1125.07,1119.43,336984,8.609386661,11.83,81.46,0.21,1124.66
1124.66,1123.89,336408,9.754873658,6.56,81.27,0.21,1125.59
1125.59,1126.39,408614,10.61535636,9.04,81.41,0.21,1142.71
1142.71,1126.57,336408,12.53424901,19.27,81.32,0.21,1139.78
1139.78,1142.82,417566,13.66108229,12.37,80.44,0.2,1134.28
1134.28,1139.49,391107,13.94950059,12.8,79.8,0.21,1124.83
1124.83,1131.1,384785,13.26265452,13.98,80.11,0.2,1148.67
1148.67,1131.69,412395,14.47515228,24.07,79.28,0.21,1142.16
1142.16,1148.64,358786,14.74083967,7.92,79.53,0.19,1147.7
1147.7,1142.31,402584,15.22294985,17.91,78.92,0.19,1144.73
1144.73,1146.75,399028,15.19026752,8.37,78.78,0.19,1141.2
1141.2,1145.97,428416,14.7099578,21.08,78.8,0.15,1146.24
1146.24,1143.49,429891,14.5680632,10.88,78.03,0.2,1137.03
1137.03,1144.96,360411,13.55617355,16.29,78.49,0.2,1160.75
1160.75,1140.68,406884,14.50108993,25.73,77.81,0.2,1159.97
1159.97,1159.81,407316,15.01393223,7.48,77.43,0.19,1158.06
1158.06,1161.57,391055,15.09226814,12.46,77.42,0.18,1165.15
1165.15,1158.36,387142,15.54723481,12.15,77.2,0.18,1165.32
1165.32,1165.32,250590,15.74007497,6.66,77.47,0.18,1169.77
1169.77,1164.28,407617,16.06677224,16.87,77.33,0.18,1178.1
1178.1,1171.32,496941,16.80413595,14.61,77.08,0.18,1173.81
1173.81,1177.82,496941,16.84812021,12.18,76.53,0.19,1176.19
1176.19,1177.47,572491,16.880437,14.08,76.97,0.2,1184.71
1184.71,1176.83,445005,17.39304488,10.98,77.15,0.19,1165.9
1165.9,1178.64,560012,16.09593659,25,78.19,0.19,1178.17
1178.17,1166.74,502788,15.87505759,17.04,77.17,0.19,1180.26
1180.26,1179.82,462547,15.68781556,18.26,77.44,0.19,1183.08
1183.08,1180.52,317789,15.5872947,4.94,77.37,0.19,1185.62
1185.62,1184.74,422138,15.53352713,13.06,77.19,0.19,1185.64
1185.64,1184.88,420368,15.31597674,9.39,77.65,0.19,1182.45
1182.45,1183.84,433567,14.71651729,13.94,78.06,0.19,1183.78
1183.78,1184.47,428346,14.1852426,12.43,77.28,0.19,1183.26
1183.26,1183.87,353788,13.56586508,5.76,77.05,0.2,1184.38
1184.38,1185.71,412918,13.01534576,18.16,77.23,0.2,1193.57
1193.57,1187.86,386620,13.1688096,11.5,76.72,0.2,1197.96
1197.96,1193.79,466548,13.48917232,14.74,76.39,0.2,1221.06
1221.06,1198.34,569547,15.42918104,23.29,75.85,0.19,1225.85
1225.85,1221.2,563746,17.15540803,6.79,76.59,0.18,1223.25
1223.25,1223.24,393723,18.10495444,8.3,77.03,0.18,1213.4
1213.4,1223.59,484804,17.8568218,17.9,77.74,0.17,1218.71
1218.71,1213.14,456130,17.88250909,14.42,77.64,0.17,1213.54
1213.54,1213.04,393112,17.28642353,14.22,78.12,0.17,1199.21
1199.21,1209.07,421362,15.47927474,19.46,78.14,0.19,1197.75
1197.75,1200.44,350337,13.7705482,10.28,78.62,0.21,1178.34
1178.34,1194.79,511638,10.72649695,24.75,79.21,0.21,1178.59
1178.59,1178.33,390478,8.239260242,7.74,79.05,0.2,1196.69
1196.69,1183.75,468726,7.640550457,21.7,78.57,0.2,1199.73
1199.73,1196.12,367539,7.326911161,10.53,78.49,0.21,1197.84
1197.84,1198.07,368950,6.846915574,15.15,78.64,0.19,1180.73
1180.73,1192.51,413307,5.027922843,20.93,79.71,0.2,1198.35
1198.35,1183.7,338425,4.951071868,17.89,79.76,0.2,1189.4
1189.4,1194.16,161382,4.120478404,11.42,80.39,0.2,1187.76
1187.76,1189.08,367345,3.291945309,16.7,80.76,0.2,1180.55
1180.55,1182.96,428470,2.030137953,13.62,81.3,0.2,1206.07
1206.07,1186.6,454811,3.054190446,27.06,80.7,0.2,1221.53
1221.53,1206.81,497080,5.054981539,15.82,80.23,0.19,1224.71
1224.71,1219.93,373578,6.818621495,8.75,79.17,0.18,1223.12
1223.12,1223.87,352737,7.995847997,5.13,79.64,0.18,1223.75
1223.75,1227.25,697063.04,8.877312087,11.93,79.97,0.17,1228.28
1228.28,1225.02,460759,9.828119428,9.43,80,0.17,1233
1233,1230.14,452251,10.83757681,7.86,80.05,0.16,1240.4
1240.4,1233.85,454731,12.09527046,7.82,80.11,0.16,1240.46
1240.46,1242.52,436124,12.94759147,6.39,79.34,0.17,1241.59
1241.59,1241.84,413235,13.55795589,8.42,79.42,0.19,1235.23
1235.23,1241.58,440734,13.37430458,10.24,80.24,0.2,1242.87
1242.87,1236.34,473682,13.68746319,10.9,80.02,0.2,1243.91
1243.91,1243.63,463247,13.85979586,5.94,80.36,0.2,1247.08
1247.08,1245.76,354814,14.08974543,8.69,80.57,0.21,1254.6
1254.6,1249.43,347967,14.70922449,8.74,80.67,0.2,1258.84
1258.84,1254.94,128559,15.36517846,4.79,80.67,0.19,1256.77
1256.77,1257.53,251502,15.53887256,4.79,80.49,0.19,1257.54
1257.54,1254.66,199247,15.55930101,6.95,80.27,0.19,1258.51
1258.51,1259.1,247845,15.47537115,3.68,80.38,0.18,1259.78
1259.78,1258.78,221438,15.33456718,4.09,79.76,0.18,1257.88
1257.88,1259.44,197072,14.89793082,4.77,79.52,0.19,1257.64
1257.64,1256.76,179977,14.36691451,5.15,78.96,0.13,1271.87
1271.87,1257.62,428667,14.92230728,18.55,79.17,0.19,1270.2
1270.2,1272.95,479642,15.0541699,11.46,79.43,0.18,1276.56
1276.56,1268.78,476492,15.493274,12.27,80.23,0.18,1273.85
1273.85,1276.29,484410,15.44455757,7.74,80.84,0.17,1271.5
1271.5,1274.41,496311,15.04291869,15.13,81.14,0.17,1269.75
1269.75,1270.84,403645,14.41721394,9.34,80.88,0.17,1274.48
1274.48,1272.58,405075,14.14001262,7.63,80.83,0.17,1285.96
1285.96,1275.65,422694,14.67747583,12.39,80.02,0.16,1283.76
1283.76,1285.78,431084,14.75580198,6.23,79.16,0.16,1293.24
1293.24,1282.9,466159,15.40525066,12,79.07,0.16,1295.02
1295.02,1293.22,528499,15.88051385,5.9,78.97,0.19,1281.92
1281.92,1294.52,474371,15.0268823,16.1,78.56,0.18,1280.26
1280.26,1280.85,493532,14.05441447,12.09,78.83,0.18,1283.35
1283.35,1283.63,493532,13.37884094,10.95,78.11,0.17,1290.84
1290.84,1283.29,390247,13.29457289,9.46,78.04,0.18,1291.18
1291.18,1288.17,459538,13.10416832,10.19,77.93,0.17,1296.63
1296.63,1291.97,473098,13.24041353,8.56,77.7,0.17,1299.54
1299.54,1297.51,430919,13.4284072,6.88,77.72,0.17,1276.34
1276.34,1299.63,561863,11.57195316,27.57,78.15,0.17,1286.12
1286.12,1276.5,416716,10.7657632,10.83,77.75,0.17,1307.59
1307.59,1289.14,516450,11.72415269,22.74,77,0.18,1304.03
1304.03,1305.91,409826,12.05743046,4.99,77.08,0.18,1307.1
1307.1,1302.77,437099,12.42603919,13.77,77.76,0.17,1310.87
1310.87,1307.01,392595,12.87396866,9.33,78.02,0.17,1319.05
1319.05,1311.85,390227,13.73073428,11.98,78.05,0.17,1324.57
1324.57,1318.76,388153,14.68585566,8.84,77.99,0.16,1320.88
1320.88,1322.48,392224,14.97245099,9.68,77.59,0.15,1321.87
1321.87,1318.13,418461,15.10533962,11.04,78.2,0.15,1329.15
1329.15,1318.66,421930,15.61805476,14.71,78.42,0.15,1332.32
1332.32,1328.73,356704,16.09464863,6.06,78.58,0.15,1328.01
1328.01,1330.43,392686,15.94081591,7.71,78.59,0.16,1336.32
1336.32,1329.51,196645,16.30153597,9.6,78.23,0.15,1340.43
1340.43,1334.37,196645,16.72624216,10.5,77.97,0.15,1343.01
1343.01,1340.38,196645,17.07418869,5.95,77.62,0.15,1315.44
1315.44,1338.91,132278,14.95290248,30.68,77.82,0.15,1307.4
1307.4,1315.44,133034,12.47915514,18.36,77.38,0.15,1306.1
1306.1,1307.09,122290,10.29511771,16.65,77.1,0.15,1319.88
1319.88,1307.34,383603,9.56591325,14.51,77.25,0.15,1327.22
1327.22,1321.61,125285,9.471113025,9.5,76.9,0.16,1306.33
1306.33,1328.64,118042,7.622467685,25.95,77.02,0.15,1308.44
1308.44,1305.47,102500,6.255552189,11.61,76.65,0.16,1330.97
1330.97,1312.37,434047,6.910583613,23.84,76.46,0.15,1321.15
1321.15,1330.73,422374,6.561669958,18.49,76.38,0.15,1310.13
1310.13,1322.72,396473,5.334439374,23.69,76.48,0.14,1321.82
1321.82,1311.05,453142,5.244678212,18.88,76.78,0.14,1320.02
1320.02,1319.92,370952,4.970994359,10.94,76.69,0.14,1295.11
1295.11,1315.72,472302,2.712797672,25.81,77.26,0.14,1304.28
1304.28,1293.43,374040,1.644150151,16.36,76.71,0.13,1296.39
1296.39,1301.19,405037,0.158752235,17.91,76.36,0.14,1281.87
1281.87,1288.46,520140,-2.165120802,35.27,76.35,0.14,1256.88
1256.88,1279.46,583300,-5.954649582,32.82,76.18,0.14,1273.72
1273.72,1261.61,413495,-7.512432535,22,75.99,0.14,1279.2
1279.2,1276.71,468550,-8.21015499,15.16,75.56,0.15,1298.38
1298.38,1281.65,422373,-7.133212127,21.38,75.45,0.14,1293.77
1293.77,1298.29,357655,-6.575912595,6.65,75.47,0.14,1297.54
1297.54,1292.19,384235,-5.763601992,16.46,75.9,0.14,1309.66
1309.66,1300.61,422374,-4.094656625,13.8,75.7,0.13,1313.8
1313.8,1311.8,422374,-2.410159183,9.52,76.14,0.13,1310.19
1310.19,1315.45,321517,-1.350907235,9.55,76.21,0.13,1319.44
1319.44,1309.37,348258,0.232277706,14.19,76.17,0.13,1328.26
1328.26,1321.89,380957,2.173607473,12.3,76.09,0.13,1325.83
1325.83,1327.44,356627,3.475975723,4.74,75.98,0.1,1332.41
1332.41,1329.48,422374,4.981637735,12.02,75.82,0.11,1332.87
1332.87,1333.56,422374,6.141211815,7.64,75.92,0.09,1332.63
1332.63,1332.03,385228,6.960579407,8.18,75.92,0.09,1335.54
1335.54,1335.94,422374,7.755347983,8.29,75.55,0.1,1333.51
1333.51,1334.82,400560,8.12771256,12.24,75.57,0.1,1328.17
1328.17,1336.16,358281,7.900844778,16.52,74.85,0.09,1324.46
1324.46,1329.01,347897,7.337106831,12.71,75.06,0.09,1314.16
1314.16,1321.96,427549,5.990165627,14.95,74.87,0.08,1314.41
1314.41,1314.03,385086,4.886548836,12.16,74.99,0.08,1314.52
1314.52,1311.13,387263,3.974979569,14.37,74.71,0.09,1319.68
1319.68,1314.54,422374,3.627112142,9.2,74.83,0.12,1305.14
1305.14,1313.35,422374,2.153345786,24.98,75.49,0.1,1312.62
1312.62,1305.99,388630,1.570841139,8.73,75.07,0.11,1330.36
1330.36,1319.12,423628,2.511718226,20.04,74.35,0.1,1337.38
1337.38,1333.23,358724,3.78024907,7.13,74.11,0.1,1335.25
1335.25,1337.14,214213,4.561117975,6.08,74.02,0.1,1347.24
1347.24,1336.75,390806,6.077398536,14.3,73.76,0.09,1355.66
1355.66,1348.43,405157,7.867790445,13.24,73.38,0.09,1360.48
1360.48,1353.86,403682,9.565359144,8.11,73.11,0.09,1363.61
1363.61,1360.14,347907,11.03604278,5.87,73.03,0.09,1361.22
1361.22,1365.21,384625,11.87186565,11.99,73.05,0.09,1356.62
1356.62,1359.76,422374,12.02446915,11.7,73.13,0.09,1347.32
1347.32,1355.9,422374,11.26511896,15.12,73.13,0.09,1335.1
1335.1,1344.16,384625,9.566994242,18.83,74.12,0.09,1340.2
1340.2,1340.24,422374,8.534366678,19.26,74.91,0.09,1346.29
1346.29,1340.2,426525,8.113882214,10.8,74.67,0.09,1357.16
1357.16,1348.34,422374,8.559099433,13.15,74.54,0.09,1342.08
1342.08,1354.51,384625,7.607413784,20.8,75.32,0.09,1348.65
1348.65,1339.39,377721,7.299199514,19.02,75.21,0.09,1337.77
1337.77,1348.69,342666,6.106619109,17.11,75.71,0.09,1329.47
1329.47,1334.77,384625,4.440561879,16.01,75.59,0.1,1328.98
1328.98,1326.1,405397,3.045553372,11.91,75.36,0.09,1340.68
1340.68,1328.54,392203,2.851224162,15.23,75.37,0.1,1343.6
1343.6,1342.4,362611,2.899413822,10.46,75.11,0.09,1333.27
1333.27,1342,406602,2.080081916,12.93,75.43,0.1,1317.37
1317.37,1333.07,325558,0.146074504,20.39,76.15,0.1,1316.28
1316.28,1317.7,384625,-1.457789703,9.85,75.92,0.1,1320.47
1320.47,1316.36,410967,-2.363520466,14.06,75.92,0.09,1325.69
1325.69,1320.64,325947,-2.629793623,14.1,75.58,0.09,1331.1
1331.1,1325.69,312456,-2.376876083,8.93,74.76,0.1,1345.2
1345.2,1331.1,469624,-1.026848084,14.1,74.63,0.1,1314.55
1314.55,1345.2,424109,-2.402446112,31.49,74.85,0.1,1312.94
1312.94,1314.55,376217,-3.5812486,12.42,74.32,0.1,1300.16
1300.16,1312.94,350503,-5.483487033,15.04,73.78,0.11,1286.17
1286.17,1300.26,355598,-8.027366294,15.54,73.96,0.1,1284.94
1284.94,1286.31,384625,-10.02707379,11.48,73.55,0.09,1279.56
1279.56,1284.63,397081,-11.90870133,9.62,73.92,0.09,1289
1289,1279.63,333251,-12.49415082,14.98,74.18,0.09,1270.98
1270.98,1288.6,384625,-14.2479457,20.72,74.83,0.09,1271.83
1271.83,1271.31,413252,-15.3918255,11.4,74.48,0.1,1287.87
1287.87,1272.22,350028,-14.83307805,20.67,74.43,0.1,1265.42
1265.42,1287.87,407050,-16.01715821,25.97,75.62,0.1,1267.64
1267.64,1265.53,384625,-16.58523061,16.04,75.4,0.1,1271.5
1271.5,1268.58,491646,-16.53337588,12.42,74.99,0.1,1278.36
1278.36,1271.5,346466,-15.75709794,12.86,75.01,0.09,1295.52
1295.52,1278.4,405615,-13.60044602,19.26,74.63,0.09,1287.14
1287.14,1295.48,371842,-12.42426065,11.82,74.94,0.09,1283.5
1283.5,1286.6,498345,-11.65153126,24.27,75.25,0.08,1268.45
1268.45,1283.04,366534,-12.11390531,16.69,75.58,0.08,1280.1
1280.1,1268.44,347907,-11.40876925,17.38,75.3,0.08,1296.67
1296.67,1280.21,368150,-9.404474393,16.7,75.02,0.08,1307.41
1307.41,1296.85,434754,-6.870232277,12.54,74.68,0.07,1320.64
1320.64,1307.64,420050,-3.75103709,14.56,74.42,0.07,1339.67
1339.67,1320.64,379693,0.253586343,22.83,74.3,0.08,1337.88
1337.88,1339.59,372232,3.245429929,6.59,74.65,0.08,1339.22
1339.22,1337.56,356419,5.659376557,10.02,75.02,0.07,1353.22
1353.22,1339.62,406953,8.60296008,17.26,74.92,0.07,1343.8
1343.8,1352.39,359436,10.05969406,19.51,75.08,0.07,1319.49
1319.49,1343.31,387913,9.147110216,27.38,75.94,0.07,1313.64
1313.64,1319.61,422789,7.861215632,13.84,75.97,0.06,1317.72
1317.72,1314.45,406008,7.089631948,17.84,74.94,0.06,1308.87
1308.87,1317.74,435857,5.698338384,20.37,75.2,0.06,1316.14
1316.14,1308.87,424276,5.123298259,10.18,75.13,0.06,1305.44
1305.44,1315.94,411816,3.760821829,20.22,75.4,0.06,1326.73
1326.73,1307.07,430460,4.348843749,22.7,75.15,0.06,1325.84
1325.84,1328.66,376742,4.688988061,6.78,74.82,0.06,1343.8
1343.8,1325.65,483743,6.334753683,21.35,73.99,0.06,1345.02
1345.02,1343.8,352283,7.649302205,9.15,74.24,0.06,1337.43
1337.43,1344.32,353689,7.986577518,13.93,74.11,0.06,1331.94
1331.94,1337.39,400705,7.721860711,8.92,73.5,0.06,1304.89
1304.89,1331.91,347904,5.268628334,28.45,74.06,0.07,1300.67
1300.67,1304.84,495180,2.949900649,17.16,74.13,0.08,1292.28
1292.28,1300.12,506119,0.430328809,21.3,73.86,0.11,1286.94
1286.94,1292.59,496739,-1.97458165,32.65,74.32,0.17,1254.05
1254.05,1286.56,520629,-6.459972105,32.91,74.56,0.16,1260.34
