Closing Price,Open Price,Volume,MACD,ATR,US dollar Index,Interbank Offered Rate,label
10107.87,9958,2220340224,48.26572643,245.05,76.53,0.16545,10105.68
10105.68,10126.61,1612796032,62.83793493,117.01,76.32,0.16455,10083.48
10083.48,10053.45,1598789248,71.7678654,77.86,76.91,0.16455,10177.41
10177.41,10179.33,2252001280,85.43937372,138.74,76.9,0.16455,10163.8
10163.8,10199.92,1481596672,94.09130333,96.32,77.75,0.16455,10142.05
10142.05,10110.64,1517677312,98.06257236,135.95,77.71,0.16455,10183.47
10183.47,10196.71,1204127872,103.3606028,73.44,78.08,0.17182,10378.03
10378.03,10256,1718827648,121.8540386,194.56,78.28,0.17091,10536.92
10536.92,10413.37,1442340736,147.6295335,180.38,77.73,0.16909,10494.71
10494.71,10546.97,829298880,162.7744422,70.32,77.64,0.16727,10634.23
10634.23,10521.81,1062495424,183.9149325,158.28,77.65,0.16636,10638.06
10638.06,10611.85,1224448256,198.6876252,85.71,77.83,0.16455,10546.44
10546.44,10707.51,1415320704,200.6887078,161.07,77.89,0.16364,10654.79
10654.79,10609.34,1043552640,208.6127615,148.05,77.51,0.16364,10681.83
10681.83,10719.44,1662044672,214.6007494,136.25,77.63,0.16364,10731.45
10731.45,10709.55,1818097152,220.8048909,107.44,77.47,0.16364,10681.66
10681.66,10742.75,1826421504,219.1775386,137.33,77.99,0.16364,10798.32
10798.32,10743.3,2117561344,224.7110086,138.89,77.48,0.16364,10879.14
10879.14,10770.35,1928058752,232.9327186,141.71,77,0.16364,10735.03
10735.03,10795.48,2500468224,225.223771,149.28,76.84,0.16364,10907.68
10907.68,10778.07,2673349376,230.3899941,174.91,76.76,0.16364,10982.1
10982.1,10917.41,2529261056,237.748716,103.27,77.2,0.16364,10855.08
10855.08,10887.61,1865634304,230.6720597,201.07,77.11,0.16364,10764.9
10764.9,10866.83,1746771584,215.3050833,117.36,77.53,0.16364,10737.52
10737.52,10834.91,1464145280,198.6276508,136.36,78.36,0.16364,10868.41
10868.41,10704.79,1768929920,193.7390907,236.8,78.43,0.16364,10590.55
10590.55,10740.21,1874131840,165.5356994,340.08,78.27,0.16364,10512.69
10512.69,10478.31,1398151808,135.3415244,175.97,78.2,0.16364,10325.28
10325.28,10506.15,1753702400,95.19268047,241.51,78.5,0.16273,10252.08
10252.08,10344.07,1394999424,56.8129004,121.74,78.72,0.16273,10414.29
10414.29,10309.73,1679665408,39.03566075,210.62,78.93,0.16273,10198.04
10198.04,10308.05,1567608192,7.412060895,216.25,79.49,0.16273,10205.02
10205.02,10212.36,1619375360,-16.89192259,94.92,79.19,0.16364,10371.09
10371.09,10310.98,1420339072,-22.49325526,191.46,79,0.16364,10404.33
10404.33,10428.12,1542617856,-23.97380644,80.49,79.41,0.16364,10355.98
10355.98,10434.52,1645276800,-28.71755672,158.84,80,0.16364,10057.09
10057.09,10162.34,1719801984,-55.94998151,319.65,80.25,0.16364,9951.82
9951.82,10007.47,1373998592,-85.04592706,121.48,80.38,0.16364,9932.9
9932.9,9876.61,1349560576,-108.3819992,89.4,79.77,0.16364,9963.99
9963.99,10024.26,1270069248,-122.9500101,116.97,80.04,0.16364,10092.19
10092.19,10085.35,1359844864,-122.7357736,135.47,80.24,0.16364,10013.3
10013.3,10097.82,973430208,-127.4624455,106.94,80.38,0.16364,10034.25
10034.25,10044.53,869725312,-128.04189,48.97,79.64,0.16364,10306.83
10306.83,10161.72,1271194880,-105.2924303,272.58,80.47,0.16364,10335.69
10335.69,10324.98,1117779968,-83.96664366,55.33,80.92,0.16364,10123.58
10123.58,10334.4,1294716800,-83.22197725,230.84,80.53,0.16364,10400.47
10400.47,10302.07,1154236032,-59.60205937,326.17,80.56,0.16364,10352.1
10352.1,10327.64,1214964864,-44.27577547,120.14,80.92,0.16273,10198.83
10198.83,10205.15,1252361088,-43.9901026,222.45,80.77,0.16273,10101.96
10101.96,10256.1,1281622784,-50.99249448,180.22,80.74,0.16273,10126.03
10126.03,10107.08,1132035072,-53.97747394,86.09,80.35,0.16273,10172.06
10172.06,10128.73,1083526784,-52.02909632,98.29,80.72,0.16091,10221.84
10221.84,10199.19,1040453824,-45.93861133,88.66,80.47,0.16091,10253.14
10253.14,10193.95,1206127360,-38.1464808,87.41,80.01,0.16091,10145.72
10145.72,10255.69,1263329408,-40.1759343,129.11,80.55,0.16091,10368.96
10368.96,10254.61,1298943232,-23.49979748,230.69,80.44,0.16091,10585.92
10585.92,10538.12,1405230976,7.140706263,218.01,80.43,0.16091,10567.65
10567.65,10567.32,1100775808,29.60798748,50.46,80.56,0.16091,10563.92
10563.92,10555.85,1048254272,46.5755954,41.35,80.4,0.16091,10664.95
10664.95,10627.99,1237982976,67.39790252,101.03,80.26,0.16091,10751.26
10751.26,10777.49,2065940352,89.82873685,112.54,79.8,0.16091,10751.98
10751.98,10802.11,1306749696,106.4364989,99.87,80.23,0.16091,10721.71
10721.71,10718.63,1065659136,115.8206259,60.32,79.67,0.16091,10846.98
10846.98,10789.24,1376847872,131.8460175,142.59,79.75,0.16091,10744.03
10744.03,10841.71,1301976320,134.6864693,115.32,80.31,0.16,10824.72
10824.72,10785.88,1162653056,141.8138151,82.73,80.77,0.16,10774.15
10774.15,10793.05,1124586496,141.747732,58.07,80.88,0.16182,10815.03
10815.03,10829.36,1254600064,143.3416814,111.44,81.91,0.16091,10828.85
10828.85,10857.81,1235682304,144.0594288,63.74,82.15,0.16091,10996.37
10996.37,10895.29,1421801856,156.3434824,172.74,81.62,0.16091,10986.47
10986.47,10909.98,1446856832,163.3963053,95.17,81.29,0.16091,11097.14
11097.14,11022.2,1535139072,175.8883311,122.35,81.47,0.15727,11089.94
11089.94,11138.72,1416580224,183.0967464,62.07,81.07,0.15636,11244.4
11244.4,11178.92,1664664832,198.9793881,182.79,80.72,0.15538,11286.09
11286.09,11274.18,1500585088,212.4811799,78,81.18,0.15462,11339.3
11339.3,11380.63,1179334272,224.8827412,122.08,81.11,0.15385,11282.32
11282.32,11350.7,1380044160,227.4908847,141.2,81.39,0.15077,11292.83
11292.83,11296.31,1673906048,227.7802179,90.15,81.61,0.15,11168.2
11168.2,11179.67,1302257152,215.4691232,133.38,81.5,0.15,11204.34
11204.34,11174.62,1484190976,206.2511529,56.07,80.88,0.15,11251.9
11251.9,11300.79,1324692992,200.4726161,147.21,80.58,0.15,11161.23
11161.23,11202.92,1446071168,186.4277498,163.42,80.42,0.15,11204.9
11204.9,11213.46,1394006784,176.7830511,109.19,80.22,0.15,11273.79
11273.79,11310.07,1567618048,172.7075401,111.76,80.47,0.15,11102.18
11102.18,11230.53,1367944448,153.8566123,189.07,80.8,0.15,10908.77
10908.77,10929.64,1331395456,121.9052972,223.19,80.92,0.15,10900.68
10900.68,10960.11,1295681792,94.83762524,108.75,81.04,0.15,11090.05
11090.05,11031.79,1529988608,87.65642785,192.62,81.23,0.15,10949.09
10949.09,10988.01,1441361536,69.78652759,223.82,81.69,0.15,10914.46
10914.46,10930.9,1368215680,52.2280983,101.2,81.36,0.15,11165.79
11165.79,11039.59,1349498496,57.92541896,251.33,81.28,0.15,11212.66
11212.66,11109.26,1429797504,65.46793037,104.73,82.33,0.15,10924.79
10924.79,11005.51,1793153280,47.66724352,330.26,82.29,0.15,11057.4
11057.4,11062.12,1567011584,43.75619549,167.73,81.91,0.15,10695.69
10695.69,10847.9,1838195712,11.338979,374.79,84.95,0.15,10364.59
10364.59,10472.7,2276642816,-40.60087984,438.37,84.39,0.15,10530.7
10530.7,10399.05,1809695104,-67.58087317,178.18,84.25,0.15,10411.1
10411.1,10643.24,1968556928,-97.48963293,250.81,84.73,0.15,10394.03
10394.03,10465.03,1893459072,-121.1731383,156.53,84.84,0.15,10620.55
10620.55,10542.77,1595990144,-120.2777293,244.2,85.43,0.15,10462.51
10462.51,10453.4,1890836864,-130.8126912,229.78,86.29,0.15,10235.76
10235.76,10329.37,1823981312,-155.6641548,304.21,86.14,0.15,10242.64
10242.64,10313.14,1608258048,-172.8118924,138.79,87.31,0.15,10186.84
10186.84,10087.33,1749825152,-188.7286452,200.71,86.12,0.15,10030.31
10030.31,10121.85,1496690176,-211.5350055,187.25,85.95,0.15,9784.54
9784.54,9823.84,1950427264,-246.5981652,333.68,85.46,0.15,9758.4
9758.4,9754.99,1648323968,-273.3443084,100.39,86.48,0.15,9459.89
9459.89,9632.14,1652555008,-314.9969926,326.31,86.39,0.15,9522.66
9522.66,9567.35,1880790656,-339.0338592,162.51,87.36,0.15,9639.72
9639.72,9419.3,1750624256,-344.6644087,246.87,86.3,0.15,9762.98
9762.98,9806.06,1643058816,-335.3153018,185.13,86.77,0.15,9768.7
9768.7,9735.47,1213870464,-323.7129496,103.31,86.47,0.15,9711.83
9711.83,9747.26,1103508096,-315.4703894,110.26,86.88,0.15,9603.24
9603.24,9604.45,1584184960,-314.0798891,203.25,86.74,0.15,9914.19
9914.19,9758.82,1425887744,-284.6060795,316.94,87.21,0.15,9901.19
9901.19,9909.24,1202827136,-259.3077264,94.33,88.3,0.15,9520.8
9520.8,9705.36,1483583616,-266.876507,398.57,88.49,0.15,9537.94
9537.94,9448.79,1296146944,-268.3978422,152.84,88.15,0.15,9439.13
9439.13,9475.57,1415561216,-274.4133857,159.71,87.92,0.15,9542.65
9542.65,9476.78,1165269632,-267.7411947,106.57,87.11,0.15,9705.25
9705.25,9701.32,2223576064,-246.4915727,222.08,87.28,0.15,9879.85
9879.85,9824.93,972858688,-213.1057826,176.8,86.7,0.15,9887.89
9887.89,9845.65,1016583744,-183.878901,85.29,86.05,0.15,10067.15
10067.15,10043.1,1202680320,-144.5849181,221.97,86.2,0.15,9999.4
9999.4,10009.25,975800064,-117.555901,77.94,85.69,0.15,9995.02
9995.02,10027.98,984698752,-95.38905398,63.95,85.57,0.15,10238.01
10238.01,10109.27,1230328192,-57.55099375,256.88,85.94,0.15,10112.89
10112.89,10131.91,1149169664,-37.2310207,132.53,86.11,0.15,9923.7
9923.7,9973,1025778304,-35.97860854,200.09,85.82,0.15,9928.34
9928.34,9902.62,948790592,-34.21721885,115.62,85.76,0.15,9737.48
9737.48,9778.7,1293325696,-47.67257202,230.47,85.35,0.15,9693.94
9693.94,9758.91,915505024,-61.14451456,83.06,85.69,0.15,9570.67
9570.67,9718.4,1068222592,-80.83615598,211.04,86.13,0.15,9382.64
9382.64,9396.45,1309929600,-110.3424146,223.6,86.05,0.15,9191.6
9191.6,9296.86,1253977088,-147.4420484,234.96,84.55,0.15,9203.71
9203.71,9234.56,1156881664,-173.8624219,98.67,84.37,0.15,9266.78
9266.78,9230,1006908992,-187.5495815,79.19,84.56,0.15,9338.04
9338.04,9158.28,1374063360,-190.451264,259.41,84.05,0.15,9279.65
9279.65,9322.56,1207822080,-195.2121689,114.24,83.96,0.15,9535.74
9535.74,9462.82,1182162432,-176.2887507,266.34,83.86,0.15,9585.32
9585.32,9601.62,1251703296,-155.4986224,93.62,83.98,0.15,9548.11
9548.11,9540.47,1236161792,-140.4063154,99.33,84.25,0.15,9537.23
9537.23,9592.87,1496920448,-127.8497065,127.74,83.52,0.15,9795.24
9795.24,9707.5,1933379584,-95.9729366,270.13,83.35,0.15,9685.53
9685.53,9701.14,1158851072,-78.65634548,128.24,82.35,0.15,9408.36
9408.36,9600.88,1339599616,-86.30327443,293.32,82.57,0.15,9300.46
9300.46,9267.24,1410378752,-99.91835239,160.6,82.75,0.15,9278.83
9278.83,9404.07,1665528960,-111.1722357,173.23,83.34,0.15,9220.88
9220.88,9216.28,2296407552,-123.3452526,102.71,82.64,0.15,9430.96
9430.96,9380.12,1575053696,-114.7183542,253.23,82.52,0.15,9503.66
9503.66,9520.73,903738432,-100.8526264,130.86,82.07,0.15,9496.85
9496.85,9512.67,1306893184,-89.38309454,53.94,82.13,0.15,9753.27
9753.27,9614.47,1482411648,-58.92322666,263.46,82.13,0.15,9696.02
9696.02,9653.51,1481505664,-38.95411961,104.3,81.62,0.15,9537.3
9537.3,9658.61,1661957632,-35.52631072,190.38,81.57,0.15,9570.31
9570.31,9574.64,1355926912,-29.80257088,139.11,80.9,0.15,9694.01
9694.01,9716.57,1386349824,-15.11072261,180.57,80.6,0.15,9489.34
9489.34,9606.82,1193212672,-19.75476488,219.34,80.99,0.15,9653.92
9653.92,9640.34,1287591168,-10.03924512,199.53,80.78,0.15,9642.12
9642.12,9560.65,1120980608,-3.254273858,112.63,80.41,0.15,9572.49
9572.49,9535.51,877500992,-3.455857353,118.49,80.71,0.15,9551.05
9551.05,9629.97,1070835456,-5.28472354,161.7,80.89,0.15,9292.85
9292.85,9423.03,1116203904,-27.25452214,267.45,82.46,0.15,9212.59
9212.59,9125.49,1423432192,-50.55924158,226.91,82.58,0.15,9253.46
9253.46,9214.81,1218370816,-64.98146631,115.21,82.92,0.15,9196.67
9196.67,9145.22,970468032,-80.07065702,157.52,82.46,0.15,9161.68
9161.68,9089.85,914946944,-93.77141147,112.43,82.24,0.15,9240.54
9240.54,9261.5,1184237824,-97.14617452,127.17,82.27,0.15,9362.68
9362.68,9242.84,1202117504,-88.93977891,122.14,82.47,0.15,9179.38
9179.38,9239.36,1119649792,-96.11893017,193.51,83.02,0.15,9116.69
9116.69,9147.24,935598656,-105.6491606,88.42,83.26,0.15,8995.14
8995.14,9024.6,1112628608,-121.6081826,133.17,83.34,0.15,8845.39
8845.39,8904.44,1339424512,-144.6717106,187.73,83.19,0.15,8906.48
8906.48,8908.02,1047927488,-156.2194694,76.53,82.9,0.15,8991.06
8991.06,8811.47,1277691520,-156.7394574,211.29,82.74,0.15,9149.26
9149.26,9141.45,1144008576,-142.7407078,289.64,83.16,0.15,8824.06
8824.06,8998.8,1218498432,-156.0882321,330,83.07,0.15,8927.02
8927.02,8833.32,1200790528,-156.5535775,135.7,82.48,0.14923,9062.84
9062.84,9069.62,1192664704,-144.2994342,156.35,82.4,0.14846,9114.13
9114.13,9097.59,1019729408,-128.9626616,90.26,82.01,0.14846,9301.32
9301.32,9199.99,1067355904,-100.5444762,188.87,82.05,0.14846,9226
9226,9232.02,1179666432,-83.14214314,104.21,82.89,0.14769,9024.6
9024.6,9098.86,1069526912,-84.62644467,228.37,82.57,0.14769,9098.39
9098.39,9120.54,928147328,-78.93857328,111.66,82.68,0.14692,9239.17
9239.17,9132.25,1697920384,-62.35236551,193.11,82.86,0.14692,9321.82
9321.82,9325.64,1086914816,-42.05374273,151.73,81.88,0.14692,9299.31
9299.31,9319.5,1174550016,-27.46668792,71.87,81.23,0.14692,9516.56
9516.56,9243.48,1877470720,1.605411288,379.45,81.46,0.14692,9509.5
9509.5,9613.89,1421806848,23.80121083,141.27,81.27,0.14692,9626.09
9626.09,9581.65,1228771328,50.22047017,133.78,81.41,0.14692,9602.11
9602.11,9700.88,1094900224,68.43407256,124.42,80.44,0.14615,9566.32
9566.32,9563.2,1088749568,79.06907076,78.59,79.8,0.14615,9471.67
9471.67,9435.04,1465964544,78.94983492,185.81,79.28,0.14615,9603.14
9603.14,9557.37,1225208960,88.44433864,141.8,79.53,0.14615,9495.76
9495.76,9547.03,974558656,86.30921376,131.79,78.92,0.14538,9559.38
9559.38,9530.05,1346861184,88.72791405,105.17,78.78,0.14462,9369.35
9369.35,9554.83,1458023296,74.45267452,197.49,78.8,0.14462,9404.23
9404.23,9440.52,1632170496,65.20235666,111.74,78.03,0.14462,9381.06
9381.06,9410.92,1611695360,55.36359074,149.54,78.49,0.14385,9518.76
9518.76,9337.43,1937879040,58.00884718,206.16,77.81,0.14308,9691.43
9691.43,9588.47,2342529536,73.19451707,174.98,77.43,0.13846,9684.81
9684.81,9661.09,1711726208,83.72990496,67.75,77.42,0.13692,9588.88
9588.88,9675.59,1479160576,83.37740368,95.93,77.2,0.13692,9388.64
9388.64,9648.59,1407404672,66.17749637,262.47,77.33,0.13692,9403.51
9403.51,9473.78,1439841152,53.13383684,121.55,77.08,0.13692,9583.51
9583.51,9515.17,1709770240,56.66790602,210.93,76.53,0.13692,9500.25
9500.25,9551.21,1437869312,52.14915217,104.87,76.97,0.13692,9498.49
9498.49,9517.68,1048237568,47.87412677,93.37,77.15,0.13692,9539.45
9539.45,9490.09,1184631808,47.24663818,85.46,78.19,0.13692,9381.6
9381.6,9399.65,1384425856,33.62457005,222.48,77.17,0.13692,9376.48
9376.48,9443.95,1314951040,22.16039052,152.47,77.44,0.13692,9426.71
9426.71,9404.09,1084774528,16.93289498,81.14,77.37,0.13692,9401.16
9401.16,9424.44,980067520,10.60613472,68.02,77.19,0.13692,9377.38
9377.38,9386.55,1073292160,3.631423576,92.91,77.65,0.13692,9387.03
9387.03,9436.01,1302344192,-1.104676877,123.93,78.06,0.13692,9366.03
9366.03,9368.61,1467766784,-6.477921654,63.24,77.28,0.13692,9202.45
9202.45,9327.25,1669207040,-23.66302316,186.88,77.05,0.13692,9154.72
9154.72,9166.85,1254218752,-40.66499131,123.85,77.23,0.13692,9159.98
9159.98,9140.28,1152064384,-53.10260178,48.41,76.72,0.13692,9358.78
9358.78,9282.79,1330581632,-46.38332107,217.78,75.85,0.13692,9625.99
9625.99,9500.6,1609373824,-19.27444507,321.9,76.59,0.13692,9732.92
9732.92,9699.79,1181783296,10.71438309,111.02,77.03,0.13692,9694.49
9694.49,9667.44,1220923392,31.02216146,73.06,77.74,0.13692,9830.52
9830.52,9748.61,1687951744,57.43068114,148.41,77.64,0.13692,9861.46
9861.46,9878.11,1395512448,79.93478424,54.85,78.12,0.13692,9724.81
9724.81,9810.3,1293647488,85.75441163,136.65,78.14,0.13692,9827.51
9827.51,9782.11,1285293568,97.5292831,105.78,78.62,0.13692,9797.1
9797.1,9892.82,1332958976,103.217296,134.18,79.21,0.13692,9811.66
9811.66,9693.21,1126151936,107.6589323,124.16,79.05,0.13692,10013.63
10013.63,9820.6,1889351040,126.0235314,215.07,78.57,0.13692,10022.39
10022.39,10124.84,1607736832,139.6743878,116.6,78.49,0.13692,10115.19
10115.19,10133.48,1217610752,156.1806214,135.58,78.64,0.13692,10030.11
10030.11,9942.54,1501440000,160.5460109,210.27,79.76,0.13692,10079.76
10079.76,10117.85,1337782272,166.0972875,93.16,79.68,0.13692,10039.56
10039.56,10078.09,1157889152,165.3468941,95.08,80.39,0.13692,10125.99
10125.99,10075.66,1247720960,169.7693848,110.38,80.76,0.13692,9937.04
9937.04,10070.31,1533413760,156.2266709,188.95,81.3,0.13692,9988.05
9988.05,9939.8,1226014592,147.9050953,69.5,80.7,0.13692,10168.52
10168.52,10151.15,1313565312,154.0962815,199.54,80.23,0.13692,10178.32
10178.32,10231.78,1077392640,157.9726093,99.01,79.17,0.13692,10167.23
10167.23,10175.23,953077440,158.3246883,36.24,79.64,0.13692,10141.1
10141.1,10152.92,1147603072,154.7118192,72.82,79.97,0.13615,10232.33
10232.33,10200.16,1265513600,157.395733,117.8,80,0.13615,10285.88
10285.88,10277.87,1534018432,161.9766257,65.92,80.05,0.13615,10211.95
10211.95,10373.7,2406718464,157.8222069,179.43,80.11,0.13615,10293.89
10293.89,10212.52,1452812800,159.305301,94.16,79.34,0.13615,10316.77
10316.77,10272.7,1705273728,160.4770094,52.02,79.42,0.13615,10309.78
10309.78,10338.14,1374273408,159.0086099,57.84,80.24,0.13615,10311.29
10311.29,10297.55,1407895552,156.1665464,64.85,80.02,0.13615,10303.83
10303.83,10307.17,1404461312,151.5650829,46.62,80.36,0.13615,10216.41
10216.41,10296.55,1136107904,139.2590352,121.09,80.57,0.13615,10370.53
10370.53,10277.14,1132900864,140.3250201,156.1,80.67,0.13769,10346.48
10346.48,10348.48,1421079808,137.6425295,66.62,80.67,0.13692,10279.19
10279.19,10275.97,862064000,128.6044239,82.42,80.45,0.13692,10355.99
10355.99,10292.84,831455168,126.1842054,97.72,80.27,0.13692,10292.63
10292.63,10330.01,779483392,117.7956671,63.36,80.38,0.13692,10344.54
10344.54,10282.84,875745216,114.0220184,67.93,79.76,0.13615,10228.92
10228.92,10303.13,1077535744,100.542812,134.61,79.52,0.13615,10398.1
10398.1,10352.19,1140936064,102.3322335,180.25,79.43,0.13615,10380.77
10380.77,10387.95,1146172800,101.1855726,55.44,80.23,0.13615,10529.76
10529.76,10477.52,1660233472,111.0193217,149.34,80.84,0.13615,10541.04
10541.04,10506.72,1618304512,118.3584776,47.69,81.14,0.13615,10510.68
10510.68,10484.62,1384972672,120.3378337,64.75,80.83,0.13615,10512.8
10512.8,10562.28,1707480576,120.6863567,73.55,80.02,0.13615,10589.76
10589.76,10593.46,1608619392,125.7233322,107.77,79.16,0.13615,10499.04
10499.04,10502.77,1708740352,121.0000129,92.5,79.07,0.13615,10502.86
10502.86,10562.09,1267378176,116.2252184,79.7,79.34,0.13615,10518.98
10518.98,10461.04,1263848960,112.4457046,91.5,78.97,0.13615,10557.1
10557.1,10567.88,1385769728,111.2440262,61.7,78.56,0.13615,10437.31
10437.31,10492.32,1329395456,99.47890465,135.27,78.83,0.13615,10274.52
10274.52,10459.04,1839041024,76.14145723,203.08,78.11,0.13615,10345.11
10345.11,10318.6,1340804352,62.62053452,73.42,78.04,0.13615,10464.42
10464.42,10374.64,1428862848,60.83120152,135.13,77.93,0.13615,10401.9
10401.9,10410.29,1109796608,53.74871896,71.96,77.7,0.13615,10478.66
10478.66,10466.34,1452973056,53.71054921,94.5,77.72,0.13615,10360.34
10360.34,10460.29,1507409664,43.62992563,147.43,78.15,0.13615,10237.92
10237.92,10219.98,1460456832,25.46909603,177.77,77.75,0.13615,10274.5
10274.5,10281.55,1490132096,13.86834241,61.46,77,0.13615,10457.36
10457.36,10368.48,1805150848,19.20851159,205.25,77.08,0.13615,10431.36
10431.36,10424.68,1507235968,21.09943034,47.52,77.76,0.13615,10543.52
10543.52,10526.39,2002563072,31.2877065,149,78.02,0.13615,10592.04
10592.04,10641.3,1622960384,42.7839604,100.69,78.05,0.13615,10635.98
10635.98,10645.03,1504334208,54.80861561,56.76,77.99,0.13615,10617.83
10617.83,10686.72,1649803648,62.15717892,102.42,77.59,0.13615,10605.65
10605.65,10574.8,1455711744,66.23463247,61.32,78.2,0.13615,10725.54
10725.54,10689.65,1405917952,78.2382826,119.89,78.58,0.13615,10746.67
10746.67,10738.81,1427041664,88.43683147,48.5,78.59,0.13615,10808.29
10808.29,10758.86,1891024000,100.334876,95.64,78.23,0.13615,10836.64
10836.64,10882.91,1737076352,110.7748268,83.31,77.97,0.13615,10842.8
10842.8,10829.15,1513191296,118.1832802,52.31,77.62,0.13615,10857.53
10857.53,10820.78,1364301312,123.8158488,69.98,77.69,0.13615,10664.7
10664.7,10745.52,1789458432,111.4353729,217.75,77.82,0.13615,10579.1
10579.1,10588.82,1822635648,93.6371611,96.79,77.38,0.13615,10452.71
10452.71,10533.2,1849260288,68.54320982,150.72,77.1,0.13615,10526.76
10526.76,10475.78,1547043200,54.00870999,79.5,77.25,0.13615,10624.09
10624.09,10504.54,1865984896,49.77001399,179.93,76.9,0.13615,10754.03
10754.03,10676.24,1564337280,56.24750272,129.94,77.02,0.13615,10492.38
10492.38,10609.28,1533395584,39.80909643,261.65,76.65,0.13615,10586.02
10586.02,10529.77,1223843840,33.94619581,100.96,76.46,0.13615,10693.66
10693.66,10730.91,1483275520,37.55257059,182.41,76.38,0.13615,10505.02
10505.02,10626.97,1493844352,24.90192324,221.15,76.48,0.13615,10525.19
10525.19,10513.08,1502911744,16.31566765,60.08,76.78,0.13615,10589.5
10589.5,10607.23,1310151552,14.53275324,136.88,76.69,0.13615,10434.38
10434.38,10544.13,1310140544,0.596022535,179.4,77.26,0.13615,10254.43
10254.43,10298.64,2360124160,-24.68484651,179.95,76.71,0.13615,9620.49
9620.49,10044.17,3497524992,-94.78119864,675.78,76.36,0.13615,8605.15
8605.15,9441.66,4157194240,-229.6156489,1392.86,76.35,0.13615,9093.72
9093.72,8767.2,3720509952,-293.6642279,563.36,76.18,0.13615,8962.67
8962.67,8913.35,3120828672,-350.9522687,454.16,75.99,0.13615,9206.75
9206.75,9083.95,2453847808,-372.365836,312.93,75.56,0.13615,9608.32
9608.32,9403.05,2525704960,-352.8652881,418.28,75.47,0.13615,9449.47
9449.47,9590.38,2651119616,-346.2376191,220.37,75.9,0.13692,9435.01
9435.01,9479.77,2001238784,-338.2527773,91.14,75.7,0.13615,9536.13
9536.13,9565.49,2037289216,-320.0755619,134.7,76.14,0.13615,9478.53
9478.53,9541.76,1927184000,-306.7814409,136.56,76.21,0.13615,9459.08
9459.08,9348.6,2005688064,-294.4213012,184.85,76.17,0.13615,9708.79
9708.79,9489.51,2170792960,-261.4623165,249.71,76.09,0.13615,9755.1
9755.1,9765.28,1870962432,-228.9658776,107.17,75.98,0.13615,9708.39
9708.39,9757.28,1915411840,-204.6225607,123.46,75.82,0.13571,9718.89
9718.89,9773.91,1717654400,-182.3806736,100.21,75.92,0.13571,9615.55
9615.55,9732.26,1828966144,-171.1199282,166.21,75.92,0.13571,9584.37
9584.37,9668.11,2032852480,-162.8346156,109.3,75.55,0.13571,9590.93
9590.93,9652.65,1653776128,-153.9643039,108.71,75.57,0.13571,9768.08
9768.08,9586.17,2150061824,-131.1284266,267.6,74.85,0.13571,9719.7
9719.7,9731.32,1475464832,-115.6021019,74.85,75.06,0.13571,9555.26
9555.26,9603.5,1690362368,-115.2379204,206.43,74.87,0.13571,9641.18
9641.18,9516.5,1574013824,-106.7853233,139.33,74.99,0.13571,9653.92
9653.92,9579.79,1530602368,-97.92969506,123.22,74.71,0.13571,9591.52
9591.52,9646.22,1478962432,-94.85329467,75.96,74.83,0.135,9556.65
9556.65,9593.41,1100902272,-94.14371266,69.89,75.49,0.135,9441.03
9441.03,9448.65,1315035136,-101.7381574,151.46,75.07,0.135,9606.82
9606.82,9536.79,1259225216,-93.3033986,189.97,74.35,0.135,9685.77
9685.77,9686.27,1179720576,-79.33367706,118.3,74.11,0.135,9682.21
9682.21,9623,1261858048,-67.76863965,121.25,74.11,0.135,9671.96
9671.96,9705.9,1005619840,-58.75308453,91.16,74.02,0.135,9558.69
9558.69,9627.43,1002690368,-60.05584808,135.45,73.76,0.135,9691.84
9691.84,9631.53,1158748928,-49.77048222,169.34,73.38,0.135,9849.74
9849.74,9749.36,1580766848,-28.54895076,157.9,73.11,0.135,10004.2
10004.2,9964.39,1277676288,0.72454483,167.73,73.05,0.135,9859.2
9859.2,9851.15,1324426624,12.08441124,221.54,74.91,0.135,9794.38
9794.38,9881.67,1107060480,15.67605117,121.14,74.67,0.135,9818.76
9818.76,9804.27,1319084672,20.25621293,97.2,74.54,0.135,9864.26
9864.26,9912.48,1416797952,27.24344835,110.28,75.32,0.135,9716.65
9716.65,9770.71,1449010176,20.63215475,147.61,75.21,0.135,9648.77
9648.77,9751.45,2126217856,9.80231327,198.52,75.71,0.135,9558.3
9558.3,9571.13,1261440128,-6.011292598,95.91,75.59,0.135,9567.02
9567.02,9513.5,1360339072,-17.63675255,90.74,75.36,0.135,9662.08
9662.08,9602.88,1327536896,-18.96089636,126.58,75.37,0.135,9620.82
9620.82,9711.32,1171885568,-23.07364839,130.31,75.11,0.135,9607.08
9607.08,9612.87,1208246528,-27.12901082,70.44,75.43,0.135,9460.63
9460.63,9547.86,1315245952,-41.67974765,169.21,76.15,0.135,9477.17
9477.17,9406.04,1158775424,-51.2854845,84.31,75.92,0.135,9422.88
9422.88,9492.43,1166897280,-62.55772296,88.44,75.92,0.135,9562.05
9562.05,9499.45,1174666496,-59.57445994,144.58,75.58,0.135,9521.94
9521.94,9514.16,1089144704,-59.75789252,95.26,74.76,0.135,9504.97
9504.97,9489.78,936571520,-60.57433806,92.02,74.92,0.135,9693.73
9693.73,9500.6,1565129344,-45.46591975,199.95,74.63,0.135,9719.61
9719.61,9708.05,1360329472,-31.04620831,61.42,74.85,0.135,9555.04
