close,open,volume,MACD,ATR,USDollarIndex,TIBOR
10664.95,10627.99,1237982976.00,121.18,141.43,80.26,0.16
10751.26,10777.49,2065940352.00,132.83,126.18,79.80,0.16
10751.98,10802.11,1306749696.00,132.84,124.73,80.23,0.16
10721.71,10718.63,1065659136.00,121.29,113.15,79.67,0.16
10846.98,10789.24,1376847872.00,122.67,110.46,79.75,0.16
10744.03,10841.71,1301976320.00,102.68,112.55,80.31,0.16
10824.72,10785.88,1162653056.00,93.55,111.44,80.77,0.16
10774.15,10793.05,1124586496.00,74.73,109.25,80.88,0.16
10815.03,10829.36,1254600064.00,62.34,110.97,81.91,0.16
10828.85,10857.81,1235682304.00,51.02,106.30,82.15,0.16
10996.37,10895.29,1421801856.00,60.47,102.16,81.62,0.16
10986.47,10909.98,1446856832.00,59.66,93.38,81.29,0.16
11097.14,11022.20,1535139072.00,67.71,98.52,81.47,0.16
11089.94,11138.72,1416580224.00,65.71,100.00,81.07,0.16
11244.40,11178.92,1664664832.00,77.98,105.84,80.72,0.16
11286.09,11274.18,1500585088.00,83.98,103.37,81.18,0.15
11339.30,11380.63,1179334272.00,87.03,104.96,81.11,0.15
11282.32,11350.70,1380044160.00,73.80,110.74,81.39,0.15
11292.83,11296.31,1673906048.00,59.50,106.99,81.61,0.15
11168.20,11179.67,1302257152.00,27.90,108.28,81.50,0.15
11204.34,11174.62,1484190976.00,7.57,106.38,80.88,0.15
11251.90,11300.79,1324692992.00,-3.19,112.74,80.58,0.15
11161.23,11202.92,1446071168.00,-25.02,116.46,80.42,0.15
11204.90,11213.46,1394006784.00,-35.45,119.70,80.22,0.15
11273.79,11310.07,1567618048.00,-34.88,115.35,80.47,0.15
11102.18,11230.53,1367944448.00,-58.07,122.05,80.80,0.15
10908.77,10929.64,1331395456.00,-97.57,129.26,80.92,0.15
10900.68,10960.11,1295681792.00,-121.37,132.59,81.04,0.15
11090.05,11031.79,1529988608.00,-108.58,133.29,81.23,0.15
10949.09,10988.01,1441361536.00,-115.46,143.71,81.69,0.15
10914.46,10930.90,1368215680.00,-120.46,142.22,81.36,0.15
11165.79,11039.59,1349498496.00,-87.25,150.08,81.28,0.15
11212.66,11109.26,1429797504.00,-57.73,151.12,82.33,0.15
10924.79,11005.51,1793153280.00,-74.67,165.19,82.29,0.15
11057.40,11062.12,1567011584.00,-65.99,173.16,81.91,0.15
10695.69,10847.90,1838195712.00,-104.66,189.42,84.95,0.15
10364.59,10472.70,2276642816.00,-166.83,209.06,84.39,0.15
10530.70,10399.05,1809695104.00,-176.63,213.99,84.25,0.15
10411.10,10643.24,1968556928.00,-189.16,223.92,84.73,0.15
10394.03,10465.03,1893459072.00,-189.22,221.59,84.84,0.15
10620.55,10542.77,1595990144.00,-149.95,223.09,85.43,0.15
10462.51,10453.40,1890836864.00,-136.81,231.74,86.29,0.15
10235.76,10329.37,1823981312.00,-149.21,239.71,86.14,0.15
10242.64,10313.14,1608258048.00,-146.81,233.64,87.31,0.15
10186.84,10087.33,1749825152.00,-142.91,240.74,86.12,0.15
10030.31,10121.85,1496690176.00,-150.82,236.17,85.95,0.15
9784.54,9823.84,1950427264.00,-176.76,252.52,85.46,0.15
9758.40,9754.99,1648323968.00,-184.20,236.10,86.48,0.15
9459.89,9632.14,1652555008.00,-214.00,247.43,86.39,0.15
9522.66,9567.35,1880790656.00,-209.66,232.27,87.36,0.15
9639.72,9419.30,1750624256.00,-176.74,218.59,86.30,0.15
9762.98,9806.06,1643058816.00,-126.43,219.08,86.77,0.15
9768.70,9735.47,1213870464.00,-82.58,208.55,86.47,0.15
9711.83,9747.26,1103508096.00,-52.88,205.24,86.88,0.15
9603.24,9604.45,1584184960.00,-40.08,202.32,86.74,0.15
9914.19,9758.82,1425887744.00,15.10,208.54,87.21,0.15
9901.19,9909.24,1202827136.00,52.55,193.55,88.30,0.15
9520.80,9705.36,1483583616.00,29.93,212.11,88.49,0.15
9537.94,9448.79,1296146944.00,21.51,208.69,88.15,0.15
9439.13,9475.57,1415561216.00,7.59,206.72,87.92,0.15
9542.65,9476.78,1165269632.00,16.74,190.50,87.11,0.15
9705.25,9701.32,2223576064.00,47.39,199.19,87.28,0.15
9879.85,9824.93,972858688.00,91.33,188.51,86.70,0.15
9887.89,9845.65,1016583744.00,119.83,183.00,86.05,0.15
10067.15,10043.10,1202680320.00,158.73,181.22,86.20,0.15
9999.40,10009.25,975800064.00,170.23,173.56,85.69,0.15
9995.02,10027.98,984698752.00,171.65,170.75,85.57,0.15
10238.01,10109.27,1230328192.00,197.86,181.22,85.94,0.15
10112.89,10131.91,1149169664.00,190.80,176.17,86.11,0.15
9923.70,9973.00,1025778304.00,154.65,167.83,85.82,0.15
9928.34,9902.62,948790592.00,126.54,169.35,85.76,0.15
9737.48,9778.70,1293325696.00,79.70,157.34,85.35,0.15
9693.94,9758.91,915505024.00,42.20,152.35,85.69,0.15
9570.67,9718.40,1068222592.00,2.26,156.02,86.13,0.15
9382.64,9396.45,1309929600.00,-45.40,164.38,86.05,0.15
9191.60,9296.86,1253977088.00,-95.68,165.30,84.55,0.15
9203.71,9234.56,1156881664.00,-118.82,159.72,84.37,0.15
9266.78,9230.00,1006908992.00,-116.95,159.28,84.56,0.15
9338.04,9158.28,1374063360.00,-98.21,161.96,84.05,0.15
9279.65,9322.56,1207822080.00,-86.18,164.55,83.96,0.15
9535.74,9462.82,1182162432.00,-38.67,179.01,83.86,0.15
9585.32,9601.62,1251703296.00,2.33,167.35,83.98,0.15
9548.11,9540.47,1236161792.00,26.01,164.97,84.25,0.15
9537.23,9592.87,1496920448.00,40.90,159.81,83.52,0.15
9795.24,9707.50,1933379584.00,83.72,170.84,83.35,0.15
9685.53,9701.14,1158851072.00,94.68,163.54,82.35,0.15
9408.36,9600.88,1339599616.00,63.51,178.56,82.57,0.15
9300.46,9267.24,1410378752.00,29.03,174.96,82.75,0.15
9278.83,9404.07,1665528960.00,5.21,171.36,83.34,0.15
9220.88,9216.28,2296407552.00,-15.31,161.91,82.64,0.15
9430.96,9380.12,1575053696.00,1.56,172.95,82.52,0.15
9503.66,9520.73,903738432.00,23.43,176.64,82.07,0.15
9496.85,9512.67,1306893184.00,37.10,161.97,82.13,0.15
9753.27,9614.47,1482411648.00,78.41,172.63,82.13,0.15
9696.02,9653.51,1481505664.00,94.68,161.05,81.62,0.15
9537.30,9658.61,1661957632.00,81.23,167.96,81.57,0.15
9570.31,9574.64,1355926912.00,74.14,170.80,80.90,0.15
9694.01,9716.57,1386349824.00,82.82,174.58,80.60,0.15
9489.34,9606.82,1193212672.00,58.83,170.95,80.99,0.15
9653.92,9640.34,1287591168.00,62.61,176.04,80.78,0.15
9642.12,9560.65,1120980608.00,60.94,163.14,80.41,0.15
9572.49,9535.51,877500992.00,48.43,160.13,80.71,0.15
9551.05,9629.97,1070835456.00,35.82,159.30,80.89,0.15
9292.85,9423.03,1116203904.00,-6.50,171.07,82.46,0.15
9212.59,9125.49,1423432192.00,-42.49,169.19,82.58,0.15
9253.46,9214.81,1218370816.00,-57.06,168.07,82.92,0.15
9196.67,9145.22,970468032.00,-69.79,175.47,82.46,0.15
9161.68,9089.85,914946944.00,-77.76,164.68,82.24,0.15
9240.54,9261.50,1184237824.00,-67.60,166.32,82.27,0.15
9362.68,9242.84,1202117504.00,-40.95,161.44,82.47,0.15
9179.38,9239.36,1119649792.00,-44.25,165.33,83.02,0.15
9116.69,9147.24,935598656.00,-50.65,158.75,83.26,0.15
8995.14,9024.60,1112628608.00,-66.05,152.59,83.34,0.15
8845.39,8904.44,1339424512.00,-89.74,151.75,83.19,0.15
8906.48,8908.02,1047927488.00,-90.27,149.17,82.90,0.15
8991.06,8811.47,1277691520.00,-73.05,155.80,82.74,0.15
9149.26,9141.45,1144008576.00,-36.04,164.94,83.16,0.15
8824.06,8998.80,1218498432.00,-50.19,169.41,83.07,0.15
8927.02,8833.32,1200790528.00,-40.90,162.89,82.48,0.15
9062.84,9069.62,1192664704.00,-13.11,165.83,82.40,0.15
9114.13,9097.59,1019729408.00,14.05,161.02,82.01,0.15
9301.32,9199.99,1067355904.00,56.71,166.48,82.05,0.15
9226.00,9232.02,1179666432.00,73.21,164.84,82.89,0.15
9024.60,9098.86,1069526912.00,56.19,172.43,82.57,0.15
9098.39,9120.54,928147328.00,54.06,166.59,82.68,0.15
9239.17,9132.25,1697920384.00,69.78,174.06,82.86,0.15
9321.82,9325.64,1086914816.00,88.30,175.39,81.88,0.15
9299.31,9319.50,1174550016.00,93.98,167.11,81.23,0.15
9516.56,9243.48,1877470720.00,121.70,188.75,81.46,0.15
9509.50,9613.89,1421806848.00,132.87,183.75,81.27,0.15
9626.09,9581.65,1228771328.00,148.57,172.62,81.41,0.15
9602.11,9700.88,1094900224.00,148.00,157.93,80.44,0.15
9566.32,9563.20,1088749568.00,135.41,153.85,79.80,0.15
9471.67,9435.04,1465964544.00,108.14,155.96,79.28,0.15
9603.14,9557.37,1225208960.00,101.70,159.64,79.53,0.15
9495.76,9547.03,974558656.00,77.95,155.56,78.92,0.15
9559.38,9530.05,1346861184.00,66.23,155.63,78.78,0.14
9369.35,9554.83,1458023296.00,30.14,153.42,78.80,0.14
9404.23,9440.52,1632170496.00,9.31,153.43,78.03,0.14
9381.06,9410.92,1611695360.00,-8.29,150.32,78.49,0.14
9518.76,9337.43,1937879040.00,-2.40,154.21,77.81,0.14
9691.43,9588.47,2342529536.00,22.38,161.57,77.43,0.14
9684.81,9661.09,1711726208.00,34.76,139.31,77.42,0.14
9588.88,9675.59,1479160576.00,27.24,136.07,77.20,0.14
9388.64,9648.59,1407404672.00,-5.73,145.26,77.33,0.14
9403.51,9473.78,1439841152.00,-25.45,145.06,77.08,0.14
9583.51,9515.17,1709770240.00,-14.71,154.51,76.53,0.14
9500.25,9551.21,1437869312.00,-18.99,148.73,76.97,0.14
9498.49,9517.68,1048237568.00,-22.04,145.27,77.15,0.14
9539.45,9490.09,1184631808.00,-18.63,141.96,78.19,0.14
9381.60,9399.65,1384425856.00,-36.70,150.34,77.17,0.14
9376.48,9443.95,1314951040.00,-47.70,147.12,77.44,0.14
9426.71,9404.09,1084774528.00,-46.53,144.94,77.37,0.14
9401.16,9424.44,980067520.00,-47.34,139.11,77.19,0.14
9377.38,9386.55,1073292160.00,-49.04,131.02,77.65,0.14
9387.03,9436.01,1302344192.00,-46.81,127.38,78.06,0.14
9366.03,9368.61,1467766784.00,-46.04,127.06,77.28,0.14
9202.45,9327.25,1669207040.00,-64.33,133.55,77.05,0.14
9154.72,9166.85,1254218752.00,-78.67,123.65,77.23,0.14
9159.98,9140.28,1152064384.00,-82.83,118.43,76.72,0.14
9358.78,9282.79,1330581632.00,-55.52,118.92,75.85,0.14
9625.99,9500.60,1609373824.00,-1.04,134.42,76.59,0.14
9732.92,9699.79,1181783296.00,47.15,135.68,77.03,0.14
9694.49,9667.44,1220923392.00,70.21,134.79,77.74,0.14
9830.52,9748.61,1687951744.00,98.42,129.50,77.64,0.14
9861.46,9878.11,1395512448.00,114.75,122.53,78.12,0.14
9724.81,9810.30,1293647488.00,101.11,126.49,78.14,0.14
9827.51,9782.11,1285293568.00,99.73,129.19,78.62,0.14
9797.10,9892.82,1332958976.00,88.88,132.14,79.21,0.14
9811.66,9693.21,1126151936.00,78.21,132.16,79.05,0.14
10013.63,9820.60,1889351040.00,91.95,143.00,78.57,0.14
10022.39,10124.84,1607736832.00,95.40,137.98,78.49,0.14
10115.19,10133.48,1217610752.00,102.73,138.82,78.64,0.14
10030.11,9942.54,1501440000.00,89.17,150.38,79.76,0.14
10079.76,10117.85,1337782272.00,80.22,141.48,79.68,0.14
10039.56,10078.09,1157889152.00,62.97,125.28,80.39,0.14
10125.99,10075.66,1247720960.00,57.46,125.23,80.76,0.14
9937.04,10070.31,1533413760.00,24.30,133.51,81.30,0.14
9988.05,9939.80,1226014592.00,6.12,127.87,80.70,0.14
10168.52,10151.15,1313565312.00,14.80,138.21,80.23,0.14
10178.32,10231.78,1077392640.00,18.05,135.52,79.17,0.14
10167.23,10175.23,953077440.00,15.00,130.55,79.64,0.14
10141.10,10152.92,1147603072.00,6.22,126.17,79.97,0.14
10232.33,10200.16,1265513600.00,9.27,125.71,80.00,0.14
10285.88,10277.87,1534018432.00,14.74,115.06,80.05,0.14
10211.95,10373.70,2406718464.00,5.15,119.55,80.11,0.14
10293.89,10212.52,1452812800.00,6.49,116.59,79.34,0.14
10316.77,10272.70,1705273728.00,7.07,105.29,79.42,0.14
10309.78,10338.14,1374273408.00,3.31,102.76,80.24,0.14
10311.29,10297.55,1407895552.00,-1.90,100.60,80.02,0.14
10303.83,10307.17,1404461312.00,-8.88,96.05,80.36,0.14
10216.41,10296.55,1136107904.00,-26.80,91.20,80.57,0.14
10370.53,10277.14,1132900864.00,-19.73,97.39,80.67,0.14
10346.48,10348.48,1421079808.00,-20.08,87.89,80.67,0.14
10279.19,10275.97,862064000.00,-30.52,86.71,80.45,0.14
10355.99,10292.84,831455168.00,-28.29,91.10,80.27,0.14
10292.63,10330.01,779483392.00,-36.05,90.42,80.38,0.14
10344.54,10282.84,875745216.00,-34.88,86.86,79.76,0.14
10228.92,10303.13,1077535744.00,-49.47,91.77,79.52,0.14
10398.10,10352.19,1140936064.00,-36.71,91.83,79.43,0.14
10380.77,10387.95,1146172800.00,-31.21,89.06,80.23,0.14
10529.76,10477.52,1660233472.00,-9.23,96.01,80.84,0.14
10541.04,10506.72,1618304512.00,4.36,95.29,81.14,0.14
10510.68,10484.62,1384972672.00,6.65,95.28,80.83,0.14
10512.80,10562.28,1707480576.00,5.88,97.21,80.02,0.14
10589.76,10593.46,1608619392.00,12.76,96.25,79.16,0.14
10499.04,10502.77,1708740352.00,2.65,91.71,79.07,0.14
10502.86,10562.09,1267378176.00,-5.52,92.65,79.34,0.14
10518.98,10461.04,1263848960.00,-10.46,93.29,78.97,0.14
10557.10,10567.88,1385769728.00,-10.29,90.72,78.56,0.14
10437.31,10492.32,1329395456.00,-27.06,95.86,78.83,0.14
10274.52,10459.04,1839041024.00,-58.99,105.51,78.11,0.14
10345.11,10318.60,1340804352.00,-68.82,101.14,78.04,0.14
10464.42,10374.64,1428862848.00,-57.92,97.92,77.93,0.14
10401.90,10410.29,1109796608.00,-57.67,99.10,77.70,0.14
10478.66,10466.34,1452973056.00,-46.20,95.18,77.72,0.14
10360.34,10460.29,1507409664.00,-53.09,102.30,78.15,0.14
10237.92,10219.98,1460456832.00,-71.53,110.38,77.75,0.14
10274.50,10281.55,1490132096.00,-75.78,109.51,77.00,0.14
10457.36,10368.48,1805150848.00,-52.08,116.48,77.08,0.14
10431.36,10424.68,1507235968.00,-38.64,113.26,77.76,0.14
10543.52,10526.39,2002563072.00,-14.61,118.21,78.02,0.14
10592.04,10641.30,1622960384.00,6.71,118.87,78.05,0.14
10635.98,10645.03,1504334208.00,24.60,118.52,77.99,0.14
10617.83,10686.72,1649803648.00,31.44,116.17,77.59,0.14
10605.65,10574.80,1455711744.00,31.68,106.05,78.20,0.14
10725.54,10689.65,1405917952.00,44.55,109.36,78.58,0.14
10746.67,10738.81,1427041664.00,51.96,103.18,78.59,0.14
10808.29,10758.86,1891024000.00,60.60,104.87,78.23,0.14
10836.64,10882.91,1737076352.00,65.18,104.07,77.97,0.14
10842.80,10829.15,1513191296.00,64.00,97.27,77.62,0.14
10857.53,10820.78,1364301312.00,60.21,89.57,77.69,0.14
10664.70,10745.52,1789458432.00,28.36,100.74,77.82,0.14
10579.10,10588.82,1822635648.00,-5.79,92.99,77.38,0.14
10452.71,10533.20,1849260288.00,-44.78,100.36,77.10,0.14
10526.76,10475.78,1547043200.00,-59.08,95.40,77.25,0.14
10624.09,10504.54,1865984896.00,-54.05,101.06,76.90,0.14
10754.03,10676.24,1564337280.00,-32.87,106.29,77.02,0.14
10492.38,10609.28,1533395584.00,-52.60,117.66,76.65,0.14
10586.02,10529.77,1223843840.00,-51.46,120.49,76.46,0.14
10693.66,10730.91,1483275520.00,-35.40,124.96,76.38,0.14
10505.02,10626.97,1493844352.00,-48.56,137.29,76.48,0.14
10525.19,10513.08,1502911744.00,-52.59,134.75,76.78,0.14
10589.50,10607.23,1310151552.00,-44.92,138.58,76.69,0.14
10434.38,10544.13,1310140544.00,-58.24,147.65,77.26,0.14
10254.43,10298.64,2360124160.00,-87.04,155.51,76.71,0.14
9620.49,10044.17,3497524992.00,-181.78,188.22,76.36,0.14
8605.15,9441.66,4157194240.00,-361.16,280.80,76.35,0.14
9093.72,8767.20,3720509952.00,-391.41,310.28,76.18,0.14
8962.67,8913.35,3120828672.00,-404.79,337.04,75.99,0.14
9206.75,9083.95,2453847808.00,-358.09,346.54,75.56,0.14
9608.32,9403.05,2525704960.00,-255.27,367.13,75.47,0.14
9449.47,9590.38,2651119616.00,-193.61,364.18,75.90,0.14
9435.01,9479.77,2001238784.00,-142.12,363.48,75.70,0.14
9536.13,9565.49,2037289216.00,-84.61,360.07,76.14,0.14
9478.53,9541.76,1927184000.00,-46.42,354.03,76.21,0.14
9459.08,9348.60,2005688064.00,-17.36,362.94,76.17,0.14
9708.79,9489.51,2170792960.00,38.85,371.00,76.09,0.14
9755.10,9765.28,1870962432.00,83.07,365.84,75.98,0.14
9708.39,9757.28,1915411840.00,105.41,361.81,75.82,0.14
9718.89,9773.91,1717654400.00,119.91,320.70,75.92,0.14
9615.55,9732.26,1828966144.00,113.95,233.08,75.92,0.14
9584.37,9668.11,2032852480.00,104.41,200.65,75.55,0.14
9590.93,9652.65,1653776128.00,97.72,175.97,75.57,0.14
9768.08,9586.17,2150061824.00,114.72,172.73,74.85,0.14
9719.70,9731.32,1475464832.00,116.62,148.20,75.06,0.14
9555.26,9603.50,1690362368.00,93.88,147.21,74.87,0.14
9641.18,9516.50,1574013824.00,88.62,150.65,74.99,0.14
9653.92,9579.79,1530602368.00,85.07,149.83,74.71,0.14
9591.52,9646.22,1478962432.00,72.98,145.50,74.83,0.14
9556.65,9593.41,1100902272.00,59.52,137.29,75.49,0.14
9441.03,9448.65,1315035136.00,35.46,130.27,75.07,0.14
9606.82,9536.79,1259225216.00,41.87,136.19,74.35,0.14
9685.77,9686.27,1179720576.00,55.84,135.82,74.11,0.14
9682.21,9623.00,1261858048.00,63.18,137.32,74.11,0.14
9671.96,9705.90,1005619840.00,64.97,131.96,74.02,0.14
9558.69,9627.43,1002690368.00,49.89,133.83,73.76,0.14
9691.84,9631.53,1158748928.00,56.37,138.16,73.38,0.14
9849.74,9749.36,1580766848.00,79.05,130.32,73.11,0.14
10004.20,9964.39,1277676288.00,110.08,136.96,73.05,0.14
9859.20,9851.15,1324426624.00,106.24,138.04,74.91,0.14
9794.38,9881.67,1107060480.00,90.74,136.74,74.67,0.14
9818.76,9804.27,1319084672.00,79.92,134.88,74.54,0.14
9864.26,9912.48,1416797952.00,75.11,137.33,75.32,0.14
9716.65,9770.71,1449010176.00,49.51,142.88,75.21,0.14
9648.77,9751.45,2126217856.00,22.28,146.24,75.71,0.14
9558.30,9571.13,1261440128.00,-7.48,139.52,75.59,0.14
9567.02,9513.50,1360339072.00,-24.58,137.56,75.36,0.14
9662.08,9602.88,1327536896.00,-21.78,137.94,75.37,0.14
9620.82,9711.32,1171885568.00,-24.01,140.73,75.11,0.14
9607.08,9612.87,1208246528.00,-25.69,136.09,75.43,0.14
9460.63,9547.86,1315245952.00,-43.84,136.08,76.15,0.14
9477.17,9406.04,1158775424.00,-50.44,130.82,75.92,0.14
9422.88,9492.43,1166897280.00,-58.39,125.16,75.92,0.14
9562.05,9499.45,1174666496.00,-41.94,119.66,75.58,0.14
9521.94,9514.16,1089144704.00,-33.84,117.81,74.76,0.14
9504.97,9489.78,936571520.00,-28.38,117.44,74.92,0.14
9693.73,9500.60,1565129344.00,1.47,123.85,74.63,0.14
9719.61,9708.05,1360329472.00,24.25,117.69,74.85,0.14
9555.04,9560.63,1440714624.00,17.03,117.96,74.32,0.14
9492.21,9550.59,1156522240.00,4.35,119.14,73.78,0.14
9380.35,9467.37,1403431936.00,-17.37,122.12,73.96,0.14
9442.95,9371.21,1284152960.00,-21.30,119.96,73.55,0.14
9449.46,9428.62,1172133504.00,-20.99,115.20,73.92,0.14
9467.15,9411.71,1430816256.00,-16.57,116.55,74.18,0.14
9514.44,9536.84,1888324224.00,-5.98,114.93,74.83,0.14
9448.21,9405.16,964478720.00,-6.55,117.71,74.48,0.14
9547.79,9446.84,1412027136.00,7.08,120.48,74.43,0.14
9574.32,9589.54,1428278272.00,19.57,115.79,75.62,0.14
9411.28,9478.63,1255465856.00,6.43,120.63,75.40,0.14
9351.40,9443.32,1396853120.00,-8.91,123.26,74.99,0.14
9354.32,9383.24,1217051392.00,-16.80,114.31,75.01,0.14
9459.66,9420.43,1159849088.00,-6.50,117.45,74.63,0.14
9629.43,9525.25,1377847552.00,22.91,117.21,74.94,0.14
9596.74,9557.72,1275862144.00,36.85,116.26,75.25,0.14
9678.71,9626.43,1308756224.00,54.92,113.83,75.58,0.14
9578.31,9633.92,1193116928.00,51.24,114.67,75.30,0.14
9648.98,9668.01,1174605312.00,55.82,119.05,75.02,0.14
9797.26,9767.91,1233874816.00,75.12,123.27,74.68,0.14
9816.09,9838.09,1362135552.00,85.95,117.35,74.42,0.14
9868.07,9878.69,1115854720.00,94.93,114.59,74.30,0.14
9965.09,9980.16,1313790336.00,107.82,115.33,74.24,0.14
9972.46,9959.39,1325837696.00,110.79,113.04,74.65,0.14
10082.48,9987.25,1377050240.00,120.24,109.58,75.02,0.14
10071.14,10047.15,1331794304.00,117.48,105.58,74.92,0.14
10137.73,10205.71,1272655104.00,116.91,110.02,75.08,0.14
10069.53,10069.01,1048565312.00,100.26,108.21,75.94,0.14
9925.92,9943.32,1350030464.00,64.55,105.55,75.97,0.14
9963.14,9891.11,1189792384.00,41.71,105.06,74.94,0.14
9936.12,9929.18,1268062080.00,19.83,106.22,75.20,0.14
9974.47,9919.59,1013281216.00,7.99,103.22,75.13,0.14
9889.72,9921.50,1087657984.00,-12.65,100.34,75.15,0.14
10005.90,10008.00,1044115776.00,-12.06,100.68,74.82,0.14
10010.39,10019.94,1254895232.00,-12.42,99.85,73.99,0.14
10132.11,10096.89,1341679744.00,1.64,103.73,74.24,0.14
10050.01,10080.82,1041430208.00,-2.03,100.54,74.11,0.14
10097.72,10078.48,1112083328.00,-0.03,103.36,73.50,0.14
10047.19,10048.34,1238815360.00,-7.14,101.48,74.06,0.14
9901.35,9936.97,1314333568.00,-31.72,110.09,74.13,0.14
9833.03,9866.82,1464718336.00,-56.00,106.74,73.86,0.14
9965.01,9907.04,1449881856.00,-53.13,115.82,74.32,0.14
9844.59,9872.17,1205466752.00,-65.48,114.46,74.56,0.14
9637.14,9705.02,1312260864.00,-97.68,124.59,73.94,0.14
9659.18,9685.50,1548148480.00,-111.13,127.35,75.29,0.14
9299.88,9469.16,1890446080.00,-160.54,150.84,74.60,0.14
9097.56,9169.67,1470273280.00,-209.49,162.11,74.90,0.14
8944.48,8911.80,2524809728.00,-248.83,182.67,73.88,0.14
9038.74,9110.81,1736774016.00,-247.94,193.21,74.82,0.14
8981.94,8876.54,1628887936.00,-240.60,198.04,74.56,0.14
8963.72,9064.17,1506960512.00,-224.14,201.64,74.57,0.14
9086.41,9082.53,1078319360.00,-184.31,206.43,73.83,0.13
9107.43,9135.06,1175030528.00,-144.50,205.68,74.02,0.13
9057.26,9047.89,1150677376.00,-115.53,199.28,73.79,0.13
8943.76,9043.18,1194961536.00,-102.70,201.86,74.24,0.13
8719.24,8771.70,1521293312.00,-114.59,203.94,73.99,0.13
8628.13,8686.91,1462254080.00,-124.06,203.53,74.15,0.13
8733.01,8703.31,1586994560.00,-106.23,195.32,73.85,0.13
8639.61,8812.16,1671078912.00,-97.28,198.98,74.05,0.13
8772.36,8748.01,1607725568.00,-65.28,185.79,74.26,0.13
8797.78,8746.77,1408612096.00,-34.06,172.93,73.71,0.13
8851.35,8802.25,1436568832.00,-1.30,153.95,73.67,0.13
8953.90,8958.50,1356119296.00,36.97,149.78,73.99,0.13
8955.20,8938.31,1362088832.00,63.68,139.49,74.13,0.13
9060.80,9017.01,1261688064.00,94.90,139.46,74.55,0.13
8950.74,8980.56,1269487488.00,99.58,138.94,74.70,0.13
8784.46,8828.46,1120667392.00,79.97,147.21,75.18,0.13
8590.57,8687.11,1528265600.00,42.47,153.81,75.89,0.13
8763.41,8723.05,1300505344.00,42.42,157.86,75.43,0.13
8793.12,8863.24,1049033408.00,47.48,149.48,76.26,0.13
8737.66,8739.49,1693274880.00,44.51,145.23,77.20,0.13
8535.67,8578.71,1267413120.00,17.85,152.19,77.17,0.13
8616.55,8588.74,1260664448.00,13.80,144.75,77.05,0.13
8518.57,8623.55,1294305280.00,1.28,142.01,76.87,0.13
8668.86,8645.38,1265753088.00,15.79,150.20,76.28,0.13
8864.16,8785.28,1432678016.00,52.20,151.65,76.60,0.13
8721.24,8763.61,1039288448.00,57.12,152.97,77.00,0.13
8741.16,8717.00,1066846080.00,62.71,153.13,77.71,0.13
8560.26,8643.02,1250264576.00,42.66,156.89,78.48,0.13
8374.13,8547.62,1590279296.00,6.81,160.78,78.02,0.13
8609.95,8496.33,1404631296.00,16.79,163.80,77.76,0.13
8615.65,8607.92,1402531200.00,25.55,154.77,78.11,0.13
8701.23,8527.64,1656726400.00,43.23,156.34,77.94,0.13
8700.29,8713.91,1487022336.00,54.44,155.16,78.79,0.13
8545.48,8567.98,1436839680.00,41.23,167.10,79.61,0.13
8456.12,8426.39,1586701184.00,21.67,164.92,79.04,0.13
8382.98,8491.43,1580647168.00,1.18,169.05,79.11,0.13
8522.02,8463.83,1235141376.00,8.26,168.40,78.63,0.13
8605.62,8593.22,1223800448.00,25.16,165.84,78.75,0.13
8773.68,8733.54,1125699072.00,58.04,166.24,77.62,0.13
8738.90,8719.67,1098486912.00,73.19,160.84,77.04,0.13
8823.25,8832.81,1082573696.00,91.48,164.46,77.05,0.13
8747.96,8782.91,1083027456.00,90.19,156.88,76.61,0.13
8879.60,8881.44,966555200.00,102.91,154.25,77.22,0.13
8741.91,8758.74,815884416.00,89.12,148.28,77.16,0.13
8772.54,8808.25,911822976.00,80.73,149.70,77.08,0.13
8682.15,8733.60,1092118784.00,60.52,142.25,76.97,0.13
8678.89,8679.04,969868672.00,44.96,138.38,76.39,0.13
8843.98,8764.92,973380800.00,54.50,132.72,76.09,0.13
8762.31,8866.43,1067139776.00,47.67,127.63,76.24,0.13
8748.47,8673.85,1088335872.00,39.47,127.50,76.25,0.13
8926.54,8779.40,1398747648.00,55.25,129.79,74.97,0.13
9050.47,9059.04,1650843648.00,78.20,131.10,75.09,0.13
8988.39,9011.18,1338377344.00,80.52,128.47,76.48,0.13
8835.52,8880.75,1037654784.00,58.02,133.64,77.32,0.13
8640.42,8719.92,1291720320.00,15.61,139.34,77.08,0.13
8801.40,8761.27,1249728640.00,8.37,145.39,76.91,0.13
8767.09,8771.82,1000281536.00,-1.40,138.00,76.94,0.13
8655.51,8744.36,1364120320.00,-22.10,136.27,76.63,0.13
8755.44,8724.60,1374430592.00,-21.52,137.54,77.91,0.13
8500.80,8597.28,1499240320.00,-52.84,148.57,77.63,0.13
8514.47,8545.92,1248612992.00,-68.14,150.89,76.91,0.13
8603.70,8631.28,1043335168.00,-62.81,149.14,77.46,0.13
8541.93,8546.99,801953920.00,-63.95,146.36,77.90,0.13
8463.16,8546.75,954922048.00,-71.11,142.94,78.28,0.13
8479.63,8421.88,1129477760.00,-69.35,135.57,78.32,0.13
8374.91,8374.16,1086044032.00,-77.40,132.72,78.04,0.13
8348.27,8349.05,898871808.00,-81.04,123.27,78.33,0.13
8314.74,8263.86,1122058368.00,-82.41,118.46,78.27,0.13
