close,open,volume,MACD,ATR,close,close
3190,3198.78,6125267900,-47.44,61.75,81.36,1.29
3172,3195.46,5089419900,-47.77,61.04,81.28,1.29
3108.41,3163.1,6529657400,-53.47,66.39,82.33,1.33
3097.35,3080.32,4599540600,-55.42,67.05,82.29,1.34
3060.06,3114.94,4826097100,-58.13,69.48,82.01,1.35
3067.37,3060.12,5447788100,-55.36,68.82,81.91,1.4
3019.45,3005.49,4124861000,-56.21,68.45,83.47,1.4
3036.39,2981.78,5967044100,-50.89,73.2,84.15,1.41
2896.86,3014.91,5877041300,-61.83,79.91,84.95,1.41
2836.79,2835.88,6111939900,-72.11,82.33,84.39,1.41
2858.23,2842.37,5020917300,-70.87,74.68,84.25,1.51
2800.82,2916.34,5836349000,-72.37,79.37,84.73,1.5
2818.16,2781.71,5300227100,-65.8,79.58,84.84,1.5
2886.91,2818.58,5514577800,-47.82,80.75,85.43,1.5
2868.02,2865.58,4249871900,-34.7,79.8,86.29,1.5
2714.72,2828.88,5216684700,-42.39,88.1,86.14,1.54
2771.35,2711.41,5450967100,-35.82,86.94,87.31,1.54
2762.17,2748.95,4557622100,-28.99,88.4,86.12,1.55
2726.02,2739.22,4217480300,-25.72,88.53,85.95,1.55
2768.79,2656.42,5447538300,-14.73,93.35,85.46,1.66
2873.47,2787.75,7450233800,8.46,96.57,86.48,1.74
2813.94,2851.26,5516832700,17.11,95.28,86.39,1.86
2813.94,2814.44,3985856400,23.75,88.17,87.36,2.16
2859.98,2808.05,5344520900,34.6,89.28,86.3,2.32
2850.3,2885.86,5153498900,40.33,88.2,86.77,2.21
2773.26,2835.33,4621685400,33.86,84.86,86.47,2.37
2744.16,2755.28,4485142600,26.13,84.57,86.88,2.74
2757.53,2729.33,3958702000,23.37,83.32,86.74,2.77
2736.08,2769.1,3958725800,19.37,84.25,87.21,2.75
2744.39,2721.36,3274629100,18.57,75.66,88.3,2.1
2695.72,2692.83,3954199300,12.49,73.96,88.49,1.7
2699.34,2694.11,3514018200,10.07,71.68,88.15,1.84
2782.13,2711.64,6020953300,20.15,73.66,87.92,1.85
2750.02,2755.94,4290633400,22.83,67.56,87.11,1.94
2758.87,2766.2,4055858500,25.91,61.45,87.28,1.98
2742.73,2778.53,3261235600,25.82,59.08,85.69,2.18
2696.17,2739.03,4180834400,19.81,61.07,85.57,2.21
2780.66,2698.98,5526148200,27.09,61.27,85.94,2.23
2783.72,2772.89,3909605200,31.86,59.15,86.11,2.25
2758.5,2768.7,3560035000,31.12,56.97,85.82,2.24
2757.5,2753.71,2922068200,30,54.97,85.76,2.31
2736.29,2744.12,3067178200,26.04,53.97,85.35,2.29
2716.78,2734.51,2771004400,20.67,53.22,85.69,2.29
2592.02,2717.47,4875855200,1.21,60.16,86.13,2.28
2563.07,2572.91,3569879400,-13.83,58.31,86.05,2.27
2526.07,2557.92,3285764600,-26.3,58.39,84.55,2.25
2534.11,2523.04,4491410000,-30.71,56.92,84.37,2.19
2512.65,2507.35,3217857400,-33.52,58.46,84.56,2.17
2562.9,2504.87,3971476200,-25.96,60.49,84.05,2.16
2580.48,2561.11,3572090900,-16.4,59.76,83.96,2.13
2575.92,2591.51,3405696600,-8.88,57.5,83.86,1.98
2647.1,2578.56,5849304500,6.65,57.98,83.98,1.72
2676.22,2647.42,5846249100,21.01,59.71,84.25,1.69
2634.59,2649.66,4322850600,24.8,59.98,83.52,1.65
2653.61,2640.93,4668886000,29.46,60.43,83.35,1.52
2608.52,2650.33,4044045900,26.16,62.49,82.35,1.46
2616.13,2597,3506330200,24.72,62.93,82.57,1.44
2682.47,2592.09,5386807000,31.96,61.1,82.56,1.44
2741.5,2685.46,7312834500,43.25,62.43,82.75,1.48
2747.34,2744.7,7075709200,49.6,61.21,83.34,1.47
2781.29,2738.03,6106480600,55.99,59.01,82.64,1.45
2793.08,2787.52,6451856500,59.13,57.58,82.52,1.43
2811.06,2798.76,5358002600,60.71,55.84,82.07,1.47
2795.72,2803.76,4979988400,56.84,55.47,82.13,1.44
2863.72,2796.48,7998595400,60.27,58.66,82.13,1.44
2877.98,2866.77,9596540900,61.1,53.78,81.62,1.44
2868.85,2871.48,6257559100,57.12,52.36,81.57,1.47
2917.28,2868.28,7174330000,57.57,52.17,80.9,1.47
2865.97,2925.25,8174836400,47.89,53.15,80.6,1.47
2876.43,2858.35,7131803900,40.16,52.13,80.99,1.47
2850.83,2874.66,6715758100,29.36,51.85,80.78,1.47
2897.66,2848.16,7491489500,26.37,49.75,80.41,1.47
2918.24,2894.1,7472639100,25.03,47.67,80.71,1.47
2832.64,2920.4,7843503400,11.18,52,80.89,1.47
2850.21,2823.15,5497913300,3.36,51.44,82.46,1.47
2816.39,2822.79,5989322700,-6.83,52.35,82.58,1.47
2855.55,2818.41,5850772100,-8.65,53.83,82.92,1.47
2922.08,2851.22,8106804300,-1.62,57.96,82.46,1.47
2942.29,2927.26,7645291200,4.69,54.36,82.24,1.47
2937.36,2945.98,7074760000,7,54.47,82.27,1.49
2955.4,2940.77,7692486500,9.59,55.46,82.47,1.52
2898.33,2943.33,7166330600,2.62,56,83.02,1.54
2896.19,2895.71,4891551700,-2.99,53.86,83.26,1.5
2911.83,2892.13,6109379600,-5.15,54.43,83.34,1.52
2843.02,2893.99,6361062100,-15.83,56.28,83.19,1.54
2850.09,2853.11,4867044200,-21.55,53.09,82.9,1.63
2858.57,2847.45,4078958200,-23.63,52.59,82.74,1.96
2915.01,2874.25,6574988200,-17.16,50.4,83.16,2.05
2903.19,2905.15,6576610400,-14.33,49.25,83.07,2.32
2884.04,2907.66,7697557800,-14.84,50.85,82.48,2.54
2921.39,2917.74,7070085100,-10.17,50.18,82.4,1.98
2920.21,2926.94,7264102700,-7.39,46.83,82.01,1.98
2975.09,2935.89,9385568100,1.22,48.85,82.05,1.97
2983.11,2979.3,7351936100,7.07,48.38,82.89,1.84
2980.97,2970,7287200200,9.55,47.1,82.57,1.71
2926.46,2986.87,8139555400,3.1,47.24,82.68,1.64
2932.55,2928,6508670400,-0.9,48.44,82.86,1.56
2962.32,2933.59,6727990000,-0.11,47.4,81.88,1.5
2965.01,2971.55,7010590300,0.17,44.57,81.23,1.6
2913.19,2965.54,7161964200,-6.84,46.51,81.46,1.67
2857.79,2908.32,7407428400,-18.49,50.52,81.27,1.66
2861.37,2864.72,5193886700,-24.87,48.15,81.41,1.52
2849.83,2865.04,5028310400,-29.49,49.39,81.32,1.64
2857.48,2859.43,3575188100,-30.23,46.01,80.44,1.81
2905.03,2869.93,4907182300,-23.36,46.04,79.53,1.71
2880.91,2900.54,5866082600,-21.16,45.45,78.92,1.78
2874.81,2877.27,5678223600,-19.66,44.14,78.78,1.75
2935.57,2859.06,6300024700,-10.1,47.47,78.8,2.6
3044.23,2965.65,9999472000,10.15,53.97,77.2,1.73
3132.9,3069.19,15873490400,33.46,57.21,77.47,1.67
3172.73,3121.64,12736170500,51.17,58.41,77.33,1.64
3217.58,3176.89,14460777300,64.95,58.73,77.08,1.64
3224.14,3245.13,17961183800,70.51,61.66,76.53,1.62
3327.68,3204.72,19341414000,82.85,66.56,76.97,1.59
3306.16,3345.8,21788205100,82.64,67.81,77.15,1.59
3375.67,3300.52,13044179100,86.01,72.56,78.19,1.59
3396.88,3304.22,16652846000,85.08,79.39,77.17,1.6
3374.69,3404.72,12388324500,75.77,82.81,77.44,1.59
3378.66,3365.6,11636185700,64.86,83.84,77.37,1.59
3481.08,3386.85,14543310500,65.95,89.95,77.19,1.58
3466.08,3491.47,14263699900,59.35,91.48,77.65,1.53
3403.87,3451.43,12376157000,42.13,92.48,78.06,1.52
3397.69,3390.43,9834945600,26.2,87.42,77.28,1.52
3379.98,3400.26,10045897000,10.39,83.35,77.05,1.58
3473,3390.41,12626914800,9.59,85.16,77.23,1.58
3463.13,3484.23,15491145000,5.08,86.33,76.72,1.58
3420.34,3462.74,12635930300,-5.72,85.24,76.39,1.57
3480.51,3426.46,11679948100,-6.75,80.43,75.85,1.56
3520.8,3538.99,13768802700,-4.12,78.48,76.59,1.53
3548.57,3534.19,12647075900,-0.93,74.7,77.03,1.53
3523.95,3547.44,12245453300,-4.23,68.4,77.74,1.52
3499.11,3507.2,12007857800,-11.46,66.96,77.64,1.52
3509.98,3490.74,13897623300,-16.17,67.72,78.12,1.52
3291.83,3484.61,16073385000,-48.26,75.63,78.14,1.53
3314.89,3298.74,10231572400,-64.93,76.69,78.62,1.59
3169.54,3311.62,10830707200,-92.41,81.5,79.21,1.65
3103.91,3124.11,8325808000,-114.83,83.83,79.05,1.73
3147.96,3134.94,6569729200,-118.66,84.42,78.57,1.8
3178.85,3168.17,8334765400,-112.03,85.1,78.49,1.82
3171.94,3148.22,8321277600,-103.76,84.41,78.64,1.96
3107.18,3156.48,7739959100,-102.06,88.32,79.71,1.98
3177.04,3088.99,7533208300,-87.14,90.25,79.76,1.91
3223.48,3197.97,8344209400,-67.5,88.88,79.68,1.89
3194.85,3214.13,6446782400,-55.38,89.68,80.39,1.89
3190.05,3183.54,5899489200,-45.42,89.5,80.76,1.92
3136.99,3187.53,8576235500,-43.4,96.09,81.3,2.13
3136.02,3127.26,4888266800,-39.72,93.64,80.7,2.23
3155.06,3185.76,6102390800,-32.54,81.68,80.23,2.24
3158.16,3161.93,5047535400,-25.51,78.74,79.17,2
3165.57,3168.88,5636263000,-18.33,70.55,79.64,1.88
3200.34,3152.73,5848365300,-7.9,72.01,79.97,1.99
3171.88,3194.9,5951566300,-4.03,71.1,80,2.1
3123.37,3156,6615296500,-7.02,67.54,80.05,2.01
3161.98,3107.38,5710810500,-3.03,68.14,80.11,2.01
3261.06,3176.34,9571373900,12.86,67.36,79.34,2.01
3269.47,3270.2,8410424100,23.77,62.84,79.42,2
3247.64,3270.78,7226978500,27.08,61.8,80.24,2.02
3230.67,3246.01,5679962500,26,60.38,80.02,2
3225.66,3229.3,4491914700,23.7,58.45,80.36,2
3178.66,3239.02,7475969300,15.34,57.48,80.57,2.1
3249.51,3184.7,7985242000,18.63,60.62,80.67,2.35
3215.45,3253.82,6993625800,15.61,60.87,80.67,2.55
3188.61,3210.67,6131584700,9.68,62.12,80.49,3.26
3162.96,3170.64,5513776700,2.38,62.44,80.45,4.26
3099.71,3176.11,7001710700,-10.22,64.22,80.27,4.51
3044.93,3084.82,5632574900,-24.36,64.92,80.38,4.6
3061.83,3049.93,4519277500,-29.53,63.81,79.76,4.76
3064.1,3063.05,5428142900,-30.6,62.45,79.52,5.1
3128.26,3069.05,6256607800,-21.08,60.02,78.96,4.52
3189.68,3155.56,8541044000,-5.73,62.94,79.43,2.93
3175.66,3170.18,7926881000,2.87,62.56,80.23,2.68
3159.64,3177.84,5968109200,6.52,63.36,80.84,2.18
3166.62,3156.36,8409323300,9.79,66.83,81.14,2.12
3108.19,3162.09,6549440600,4.29,63.16,80.88,2.01
3124.92,3096.25,5698591700,3.15,60.59,80.83,1.98
3142.34,3135.18,5849851800,4.9,60.04,80.02,1.96
3141.28,3153.99,5193698800,5.99,58.28,79.16,1.92
3091.86,3129.67,5335143900,0.43,58.9,79.07,1.92
2974.35,3067.43,6680756200,-17.71,58.6,79.34,1.93
2977.65,2965.42,4296456400,-27.31,57.06,78.97,2
3044.85,2978.46,5657194200,-22.84,59.99,78.56,2.63
2944.71,3037.86,6104664300,-31.1,63.45,78.83,5.71
2983.46,2935.23,7310296600,-29.1,65.57,78.11,5.72
2954.23,2986.09,6547254500,-29.39,64.8,78.04,5.04
2938.65,2949.65,4898268900,-29.28,65.27,77.93,7.2
2978.43,2939.77,4337497900,-21.81,65.14,77.7,7.76
3026.47,2953.59,8258591900,-9,67.5,77.72,8
3036.74,3020.12,6301358900,1.68,64.33,78.15,7.7
3076.51,3035.42,6710591400,14.23,64.13,77.75,5.01
3077.28,3083.49,4986253000,22.28,62.02,77,3.35
3040.95,3055.4,6039414500,22.3,63.87,77.59,3.85
3104.16,3034.08,6660366200,29.95,65.53,78.2,2.88
3120.96,3100.27,7597555300,35.98,59.65,78.42,2.89
3219.14,3123.25,12130233100,50.98,64.62,78.58,2.31
3217.67,3223.22,10955443800,57.99,62.17,78.59,2.31
3248.53,3211.14,9133428300,63.62,58.81,78.23,2.3
3245.91,3255.63,8896469500,63.66,55.33,77.97,2.19
3211.88,3240.05,7537868400,56.05,54.43,77.62,2.11
3257.91,3192.15,7939977600,54.13,56.36,77.69,2.18
3163.58,3267.62,10786374100,37.84,60.9,77.82,2.02
3174.74,3152.44,7132485400,26.78,56.21,77.38,2
3190.94,3170.24,6648689300,20.15,56.34,77.1,2.29
3197.62,3190.87,6161927500,15.39,57.04,77.25,2.7
3239.56,3200.68,7663066300,16.52,59.78,76.9,2.38
3254.89,3241.71,8856695400,17.84,58.5,77.02,2.19
3243.3,3237.12,8091064100,15.74,56.61,76.65,2.02
3221.72,3248.16,10121999700,10.29,57.3,76.46,1.94
3270.67,3223.51,8001391500,12.01,53.71,76.38,1.89
3334.51,3287.41,11818719700,20.01,55.34,76.48,1.79
3337.46,3335.71,8487865500,23.7,53.74,76.78,1.69
3338.86,3344.1,7802636100,24.25,52.77,76.69,1.69
3280.26,3330.44,7821264200,15.08,53.96,77.26,1.68
3247.38,3263.08,6720833500,3.56,52.69,76.71,1.69
3262.92,3238.91,6368978300,-2.66,47.44,76.36,1.69
3203.96,3250.6,9603397900,-14.74,53.07,76.35,1.68
3248.2,3204.92,7885952000,-16.66,53.8,76.18,1.68
3197.1,3216.29,8568711400,-24.22,54.45,75.99,1.67
3215.69,3228.92,6134016100,-25.99,53.03,75.56,1.67
3207.11,3220.68,5910503700,-27.44,53.34,75.45,1.92
3222.96,3217.8,5724868400,-25.43,53.15,75.47,1.92
3264.93,3222.33,7207758500,-17.97,53.13,75.9,1.9
3251.36,3269.58,6130424400,-14.53,50.79,75.7,1.88
3294.48,3256.18,8689597900,-6.52,49.79,76.14,1.87
3290.57,3307.41,9768430000,-2.05,50.52,76.21,1.79
3257.98,3288.56,10528016400,-3.7,51.96,76.17,1.79
3256.08,3256.72,7833633700,-5.16,50.7,76.09,1.79
3223.29,3257.16,6450388000,-10.37,51,75.98,1.8
3272.73,3227.56,6309472200,-7.13,52.29,75.82,1.79
3311.07,3269.19,10582367400,-0.16,47.4,75.55,1.78
3324.42,3313.47,8468176200,5.58,45.98,75.57,1.77
3353.36,3321.54,7392921000,12.24,44.31,74.85,1.77
3333.43,3363.37,10442054500,12.85,44.78,75.06,1.76
3326.77,3324.75,10193850600,11.31,44.81,74.87,1.75
3372.03,3311.32,8703633800,15.1,46.5,74.99,1.74
3353.56,3374.32,8897224100,13.87,45.14,74.71,1.73
3358.94,3345.13,7851487400,12.56,47.37,74.83,1.73
3359.44,3346.15,8658262400,10.62,46.25,75.49,1.76
3295.81,3334.91,8510693300,0.18,48.21,75.07,1.76
3295.76,3300.42,7234331800,-6.93,46.57,74.35,1.76
3317.37,3312.27,7324042400,-8.8,46.05,74.11,3.53
3299.94,3317.08,6717145500,-12.24,44.55,74.11,3.08
3249.57,3292.48,7442182900,-20.67,44.58,74.02,2.7
3230.96,3242.53,5909641700,-27.68,44.23,73.76,2.68
3209.5,3242.62,6244356700,-33.74,47.04,73.38,2.02
3161.78,3224.41,6505023500,-42.15,49.68,73.11,2.02
3192.72,3161.16,5368306500,-41.47,49.47,73.03,2.5
3211.13,3192.85,5499891000,-36.62,49.79,73.13,2.55
3129.03,3192.84,6671634000,-42.17,50.84,73.13,2.52
3126.12,3115,5256774700,-43.73,50.83,74.12,1.99
3121.4,3093.81,5535218600,-42.85,51.06,74.91,1.99
3129.76,3126.26,4602740400,-38.71,50.66,74.67,2.12
3153.22,3135.15,4093299500,-30.73,48.01,74.54,2.11
3145.09,3153.65,4768853300,-24.73,48.53,75.32,2.1
3101.6,3123.16,4879950100,-24.74,49.2,75.21,2.09
3128.09,3105.3,4689595100,-19.52,50.23,75.71,2.09
3100.46,3120.44,4519431900,-18.17,49.28,75.59,2.09
3116.03,3097.07,5120373100,-13.76,50.54,75.36,2.1
3139.38,3109.29,3964176800,-6.63,48.52,75.37,3.15
3120.64,3148.35,4311078200,-3.53,45.63,75.11,3.55
3121.6,3120.58,3846801200,-0.6,43.75,75.43,4.01
3022.98,3115.31,5590247200,-10.64,47.54,76.15,4
3026.22,3013.72,4160894400,-15.25,43.23,75.92,4.48
2990.34,3020.32,3928970400,-21.17,44.08,75.92,5
2978.38,3011.47,3700374700,-24.52,43.07,75.58,4.85
2963.31,2980.72,4277090500,-26.4,43.26,74.76,2.84
2954.51,2956.58,3467116000,-26.42,43.88,74.92,2.55
3001.56,2958.61,3968939900,-18.07,45.2,74.63,3.84
3004.17,2996.09,3841932700,-10.55,43.55,74.85,3.15
2955.71,2970.63,5261786700,-10.43,45.9,74.32,2.84
2986.35,2951.58,3907616400,-4.85,46.18,73.78,2.51
3004.26,2977.68,3685233200,2.26,44.24,73.55,3
3008.65,3003.58,4290875800,8.22,44.79,73.92,3.67
2951.89,3000.4,4749663600,5.32,46.25,74.18,3.79
2961.93,2947.93,4220188200,5.54,47.54,74.83,3.82
2950.35,2940.39,3835166800,4.93,43.26,74.48,3.8
2993.56,2947.66,5598281500,10.81,45.2,74.43,3.48
2963.12,2984.96,4439085200,11.02,44.71,75.62,3.99
2917.58,2939.68,4113548200,5.72,45,75.4,4
2892.16,2916.41,4117653000,-0.2,45.61,74.99,3.99
2874.9,2888.94,3799198200,-5.16,45.14,75.01,6.96
2909.07,2883.35,4203892300,-2.67,43.65,74.63,7.14
2908.58,2913.67,3731880200,-0.08,44.08,74.94,7.47
2957.63,2899.01,4594111700,8.78,43.84,75.25,7.33
3027.47,2946.61,8545924000,23.72,48.21,75.58,7.05
3036.49,3028.5,6561577100,33.89,48.54,75.3,6.11
3041.73,3040.18,5576625400,39.96,47.54,75.02,5.06
3000.17,3039.05,5347684800,37.09,46.61,74.68,5.04
3044.09,3003.23,6250254900,39.59,48.06,74.42,5
3049.75,3052.12,5676665300,40.35,47.84,74.3,4.73
3121.98,3064.94,8046403100,48.38,49.12,74.24,2.85
3122.5,3122.9,6776333500,51.29,48.22,74.65,5.84
3113.71,3116.12,6155580700,49.53,47.5,75.02,5.58
3101.68,3123.29,7181036000,44.41,47.21,74.92,4.83
3109.18,3105.49,5128259300,39.84,47.02,75.08,5
3113.21,3097.87,4792066000,35.32,47.02,75.94,4.02
3056.91,3089.14,5710798400,23.3,49.28,75.97,2.43
3106.25,3060.42,5411436700,20.62,47.4,74.94,3.45
3115.75,3112.59,6031493500,18.82,42.39,75.2,4.22
3128.89,3105.5,6155032200,18.08,42.15,75.13,3.87
3122.6,3131.8,6069131100,15.52,41.54,75.4,3.64
3095.13,3108.47,5338870900,9.22,40.85,75.15,4.43
3091.57,3113.71,4411833100,3.93,40.08,74.82,4.74
3059.14,3092.27,4408469100,-4.14,40.36,73.99,5.42
3067.99,3066.19,3725725500,-8.24,36.73,74.24,5.3
2968.29,3050.9,6718099600,-23.49,42.85,74.11,5.14
2977.77,2965.72,4351545700,-30.94,41.82,73.5,4.62
3000.05,2961.58,4838561200,-31.39,42.69,74.06,4.15
2981,2973.64,4813898400,-32.65,43.57,74.13,3.64
2972.08,2981.02,4629825300,-32.97,44.51,73.86,3.48
2977.72,2969.11,3388694900,-30.76,42.64,74.32,3.03
2956.38,2958.85,3897835700,-30.45,43.15,74.56,2.81
2954.87,2930.19,3866836200,-28.75,43.74,73.94,2.81
2960.31,2962.91,3298571900,-25.31,43.58,75.29,2.84
2897.42,2881.74,4931685400,-29.63,48.43,74.6,2.82
2793.9,2864.51,7151776600,-43.7,56.66,74.9,2.73
2798.19,2720.95,6984267600,-49.28,61.52,73.88,2.74
2824.12,2845.35,5865931200,-46.39,62.9,74.82,3.04
2866.92,2779.72,5899768900,-36.06,67.58,74.56,2.74
2875.37,2881.55,5719740600,-25.93,61.74,74.57,2.79
2917.88,2883.17,5987547600,-12.03,63.48,73.83,2.85
2897.58,2920.83,5096268100,-4.5,62.96,74.02,2.99
2886.01,2893.85,3917817900,-0.23,61.95,73.79,3
2834.25,2887.1,4076888300,-3.36,62.65,74.24,3.44
2807.66,2789.35,4325965000,-7.74,64.04,73.99,3.69
2777.79,2809.33,3420968500,-13.07,64.22,74.15,4.03
2821,2788.7,3262051400,-9.36,64.34,73.85,4.23
2810.02,2834.58,3530156500,-7.08,65.02,74.05,3.77
2903.84,2818.7,7221684500,7.58,65.18,74.26,3.34
2901.22,2889.38,4560410200,16.9,56.69,73.71,3.22
2852.81,2875.78,4426785000,16.51,52.27,73.67,3.17
2841.74,2875.14,4313787200,14.78,52.48,73.99,3.43
2846.78,2843.99,3210789900,14.32,48.34,74.13,3.35
2834.54,2852.39,3011870200,12.45,49.48,74.55,3.42
2803.85,2828.84,2931711600,7.4,49.35,74.7,3.48
2743.82,2780.83,3200566000,-3.14,50.54,75.18,3.89
2723.3,2727.75,2971398200,-11.51,50.9,75.89,3
2779.09,2738.79,3326538100,-8.31,50.77,75.43,3.05
2756.11,2788.83,2683873500,-8.08,49.46,76.26,3.11
2751.1,2770.15,2707350300,-7.4,49.14,77.2,3.04
2720.28,2712.44,2671376400,-9.75,49.76,77.05,2.95
2733.11,2729.26,3042478000,-8.28,51.12,76.87,2.96
2729.05,2734.55,3117192500,-6.64,46.19,76.28,3.19
2733.99,2744.22,2755593200,-3.81,45.92,76.6,3.19
2679.27,2718.32,2909094100,-7.98,46.03,77.11,3.48
2689.85,2675.04,2559868100,-7.98,44.23,77,3.8
2771.01,2691.7,5619417100,3.67,49.19,77.71,3.73
2685.69,2745.15,4710266000,0.74,52.24,78.48,3.5
2669.48,2644.29,4259222400,-2.34,52.84,78.3,3.29
2610.92,2645.25,3917512400,-10.75,53.99,78.02,3.1
2637.88,2634.93,3502197400,-11.14,54.51,77.76,4.06
2610.59,2654.83,3416955500,-13.36,54.62,78.11,3.99
2588.19,2593.56,3709359300,-15.97,54.95,77.94,3.87
2581.35,2595.58,3205082200,-16.66,53.42,78.79,4.89
2557.08,2588.35,2832512200,-18.3,52.75,77.6,3.82
2551.99,2625.16,4502984800,-17.95,56.27,77.62,3.44
2644.76,2537.4,6594568000,-3.86,63.3,77.04,3
2662.6,2636.86,6042620100,8.57,64.48,77.05,2.96
2653.78,2655.36,3833694800,15.88,63.08,76.61,2.88
2666.95,2658.95,3615831500,22.36,62.76,77.22,2.81
2592.21,2646.84,3937344800,16.71,61.1,77.16,2.83
2583.08,2599.92,3111616600,12.1,57.58,77.08,2.9
2520.53,2566.6,3984246200,1.53,59.6,76.97,3.01
2507.88,2522.26,2984350300,-5.86,56.53,76.39,3.07
2576.67,2517.06,4634580100,-0.46,59.21,76.09,3.07
2625.43,2572.71,5796737500,10.13,60.38,76.24,3.6
2651.65,2613.27,7309824000,20.5,62.58,76.25,4
2657.48,2658.43,4882039100,27.56,61.88,74.97,4.19
2709.02,2694.54,7164310500,37.93,63.93,75.09,4.9
2695.31,2704.54,5040711200,41.42,58.16,76.48,4.7
2697.53,2672.51,5520665100,42.35,53.4,77.32,3.3
2742.39,2658.55,6436158400,46.99,56.67,77.08,3.1
2744.3,2752.63,8482076000,48.1,56.89,76.72,3.09
2763.75,2770.57,6195821800,49.08,57.17,76.91,3.09
2736.25,2750.99,4537505600,43.83,54.2,76.94,3.09
2727.71,2745.06,4788425200,37.25,53.89,76.63,3.11
2751.65,2739.15,4687796000,34.26,51.25,77.91,3.12
2699.59,2720.84,5117370200,23.89,52.68,77.63,3.13
2695,2705.24,3663669600,15.45,49.08,76.91,2.82
2750.2,2717.54,4639094300,16.25,47.86,77.46,2.9
2744.68,2746.77,4175986400,15.02,44.47,77.9,2.91
2670.12,2745.86,5594923900,3.73,48.87,78.28,2.93
2662.02,2671.95,3524765200,-4.8,45.69,78.32,3.23
2606.5,2643.67,4241471800,-17.19,48.01,78.04,3.42
2609.69,2608.56,2797189600,-23.82,45.76,78.33,3.6
2609.48,2592.23,2906907800,-26.87,41.56,78.27,3.83
2584.01,2613.29,2853141200,-30.68,41.58,79.06,3.96
2588.92,2565.69,3031960100,-30.82,42.21,79.04,3.95
2569.97,2585.14,2391376600,-31.63,42.11,79.61,4.02
2573.32,2578.34,2566693600,-29.89,41.71,79.19,3.71
2608.57,2595.09,3002587800,-22.51,41.01,79.08,3.41
2521.52,2600.1,4235264500,-27.54,44.44,78.34,3.43
2583.61,2596.15,6352025200,-20.99,50.18,78.29,2.98
2557.31,2570.56,3218370300,-18.75,48.98,78.62,2.97
2521.39,2561.2,3206338800,-20.52,50.62,78.58,2.86
2516.34,2515.04,2629758100,-20.73,46.26,78.54,2.85
2528.23,2517.34,2326183900,-17.73,46.08,78.41,2.87
2525,2525.04,2777774400,-14.77,45.62,78.83,2.86
2503.46,2506.62,2402905900,-14.29,45.81,78.59,2.89
2477.69,2497.92,2190124900,-15.9,45.6,79.53,2.95
2421.93,2467.02,3571753400,-22.53,47.03,80.27,2.95
2397.48,2415.94,2532010900,-27.91,46.65,80.53,2.92
2340.79,2382.44,3675083400,-36.27,48.25,80.29,2.95
2390.13,2339.98,3630233900,-32.45,50.49,80.15,2.88
2384.41,2370.42,3790975200,-28.14,52.82,80.37,2.88
2377.07,2376.71,3240232700,-23.91,48.34,79.86,2.88
2339.11,2397.28,3120952500,-23.79,45.34,79.99,2.9
2341.34,2325.27,3668385800,-21.07,47.03,79.95,2.94
2359.16,2337.38,3316190400,-14.83,47.51,79.99,2.94
2335.7,2345.56,2822408700,-11.94,48.15,79.91,3
2305.04,2332.83,2927731400,-12.2,49.53,79.8,3.08
2307.93,2295.87,3288202000,-10.11,48.68,80.5,3.42
2311.36,2297.29,3088770000,-6.56,48.78,80.36,3.42
2345.74,2318.67,3586524300,1.68,49.52,80.22,3.41
2298.75,2361.5,3434456700,2.04,50.14,80.08,3.5
2276.39,2290.78,4301648000,0.58,50.37,80.91,4
2290.6,2274.35,3519899200,2.73,48.96,81.27,4
2368.57,2291.18,5472734100,15.15,51.74,80.98,4
2447.35,2365.77,8115498900,33.43,53.18,80.87,3.69
2435.61,2444.76,5870567400,42.8,52.55,81.29,3.24
2435.22,2426.82,4712127500,47.43,50.69,80.84,3.48
2394.33,2438.41,4551399700,43.59,51.22,81.45,4.64
2345.65,2376.95,3052714500,33.53,51.08,81.44,5.47
2460.6,2347.57,6420564800,40.92,58.09,81.12,7.37
2422.19,2464.92,6389235800,39.19,60.02,80.48,8.17
2468.35,2423.86,5561572600,42.53,61.64,80.05,6.5
2504.09,2476.73,5452978300,47.46,62.94,80.14,3.48
2460.72,2508.88,4351714800,42.91,63.71,79.08,2.86
2464.26,2462.34,3070150100,38.55,60.67,79.28,2.97
2428.99,2458.23,3501537400,29.51,61.65,78.91,2.97
2486.24,2437.47,4206698500,29.73,63.07,78.99,2.97
2506.09,2478.34,4994924000,30.91,59.3,78.94,2.92
2504.32,2511.17,4507990500,29.81,55.25,79.03,2.78
2457.95,2489.03,3967916400,21.56,57.6,78.52,2.78
2528.24,2456.42,5618645600,24.12,60.6,78.61,2.77
2529.23,2525.59,5929975100,24.41,57.86,78.59,2.66
2533.62,2521.68,6157587700,23.64,57.15,79.02,2.69
2531.98,2504.41,5191397300,21.43,51.72,79.01,2.69
2522.11,2528.97,4043010100,17.32,48.56,79.38,3
2549.61,2515.83,5809037000,16.98,47.53,79.64,3.01
2536.07,2544.64,5439543100,13.74,46.99,79.37,3.5
2537.09,2551.82,3899471600,10.67,46.07,79.42,4.5
2540.71,2571.91,5615332900,8.19,46.97,78.99,4.78
2562.45,2544.84,4789480800,8.49,45.82,79.1,4.88
2597.48,2564.32,7637665600,12.2,44.48,79.2,5.02
2606.26,2595.78,7037712600,14.48,43.03,78.65,5.22
2648.02,2607.34,8599970800,19.91,43.97,78.39,4.64
